订单编号,订购日期,用户ID,产品,单价(元),数量,订购金额
119245388,2011-9-7 0:06,173477,产品D,300,4,1200
119245389,2011-9-7 0:06,181670,产品A,100,5,500
119245390,2011-9-7 0:06,181670,产品A,100,4,400
119245391,2011-9-7 0:06,189417,产品D,300,7,2100
119245392,2011-9-7 0:06,193881,产品A,100,5,500
119245393,2011-9-7 0:07,111440,产品A,100,6,600
119245394,2011-9-7 0:07,116903,产品A,100,1,100
119245395,2011-9-7 0:07,118042,产品D,300,1,300
119245396,2011-9-7 0:07,121547,产品D,300,7,2100
119245397,2011-9-7 0:07,127674,产品A,100,1,100
119245398,2011-9-7 0:07,128658,产品B,200,5,1000
119245399,2011-9-7 0:07,142113,产品B,200,7,1400
119245400,2011-9-7 0:07,146291,产品A,100,1,100
119245401,2011-9-7 0:07,149841,产品B,200,7,1400
119245402,2011-9-7 0:07,158238,产品B,200,8,1600
119245403,2011-9-7 0:07,160332,产品A,100,10,1000
119245404,2011-9-7 0:07,161291,产品A,100,9,900
119245405,2011-9-7 0:07,174323,产品D,300,1,300
119245406,2011-9-7 0:07,180302,产品B,200,6,1200
119245407,2011-9-7 0:07,197450,产品D,300,10,3000
119245408,2011-9-7 0:07,198450,产品A,100,7,700
119245409,2011-9-7 0:08,111125,产品A,100,3,300
119245410,2011-9-7 0:08,128038,产品D,300,7,2100
119245411,2011-9-7 0:08,137401,产品D,300,5,1500
119245412,2011-9-7 0:08,143863,产品A,100,7,700
119245413,2011-9-7 0:08,149841,产品B,200,5,1000
119245414,2011-9-7 0:08,151240,产品A,100,1,100
119245415,2011-9-7 0:08,169961,产品D,300,7,2100
119245416,2011-9-7 0:08,170225,产品A,100,9,900
119245417,2011-9-7 0:08,179930,产品A,100,6,600
119245418,2011-9-7 0:08,183909,产品A,100,5,500
119245419,2011-9-7 0:08,184651,产品D,300,2,600
119245420,2011-9-7 0:08,189321,产品A,100,7,700
119245421,2011-9-7 0:08,193917,产品A,100,10,1000
119245422,2011-9-7 0:08,194589,产品A,100,10,1000
119245423,2011-9-7 0:09,105668,产品A,100,10,1000
119245424,2011-9-7 0:09,111483,产品B,200,4,800
119245425,2011-9-7 0:09,114834,产品D,300,5,1500
119245426,2011-9-7 0:09,116383,产品A,100,2,200
119245427,2011-9-7 0:09,116590,产品A,100,1,100
119245428,2011-9-7 0:09,117680,产品D,300,7,2100
119245429,2011-9-7 0:09,120594,产品D,300,9,2700
119245430,2011-9-7 0:09,121881,产品A,100,2,200
119245431,2011-9-7 0:09,122409,产品C,280,3,840
119245432,2011-9-7 0:09,130324,产品A,100,4,400
119245433,2011-9-7 0:09,133258,产品A,100,10,1000
119245434,2011-9-7 0:09,150757,产品D,300,5,1500
119245435,2011-9-7 0:09,154445,产品D,300,2,600
119245436,2011-9-7 0:09,166712,产品D,300,4,1200
119245437,2011-9-7 0:09,172947,产品B,200,7,1400
119245438,2011-9-7 0:09,181670,产品A,100,6,600
119245439,2011-9-7 0:09,198450,产品A,100,3,300
119245440,2011-9-7 0:10,100954,产品D,300,8,2400
119245441,2011-9-7 0:10,111047,产品A,100,10,1000
119245442,2011-9-7 0:10,124246,产品A,100,2,200
119245443,2011-9-7 0:10,124394,产品A,100,2,200
119245444,2011-9-7 0:10,132367,产品A,100,2,200
119245445,2011-9-7 0:10,139126,产品A,100,4,400
119245446,2011-9-7 0:10,149047,产品A,100,6,600
119245447,2011-9-7 0:10,149841,产品B,200,4,800
119245448,2011-9-7 0:10,154056,产品A,100,7,700
119245449,2011-9-7 0:10,168272,产品A,100,2,200
119245450,2011-9-7 0:10,172947,产品B,200,9,1800
119245451,2011-9-7 0:10,174748,产品D,300,5,1500
119245452,2011-9-7 0:10,176484,产品A,100,2,200
119245453,2011-9-7 0:10,186375,产品A,100,4,400
119245454,2011-9-7 0:10,198450,产品A,100,10,1000
119245455,2011-9-7 0:11,101675,产品E,400,2,800
119245456,2011-9-7 0:11,111047,产品A,100,6,600
119245457,2011-9-7 0:11,112329,产品A,100,5,500
119245458,2011-9-7 0:11,119996,产品D,300,6,1800
119245459,2011-9-7 0:11,121905,产品E,400,8,3200
119245460,2011-9-7 0:11,127639,产品D,300,4,1200
119245461,2011-9-7 0:11,128085,产品E,400,1,400
119245462,2011-9-7 0:11,133194,产品D,300,5,1500
119245463,2011-9-7 0:11,139993,产品B,200,1,200
119245464,2011-9-7 0:11,152741,产品B,200,8,1600
119245465,2011-9-7 0:11,171685,产品D,300,5,1500
119245466,2011-9-7 0:11,172859,产品D,300,8,2400
119245467,2011-9-7 0:11,181022,产品A,100,4,400
119245468,2011-9-7 0:11,184004,产品D,300,7,2100
119245469,2011-9-7 0:11,186712,产品D,300,8,2400
119245470,2011-9-7 0:11,197895,产品D,300,7,2100
119245471,2011-9-7 0:12,107527,产品D,300,3,900
119245472,2011-9-7 0:12,112260,产品B,200,2,400
119245473,2011-9-7 0:12,122279,产品A,100,3,300
119245474,2011-9-7 0:12,149841,产品B,200,3,600
119245475,2011-9-7 0:12,151437,产品A,100,3,300
119245476,2011-9-7 0:12,153790,产品B,200,1,200
119245477,2011-9-7 0:12,154828,产品D,300,5,1500
119245478,2011-9-7 0:12,165653,产品A,100,10,1000
119245479,2011-9-7 0:12,167568,产品D,300,8,2400
119245480,2011-9-7 0:12,172141,产品A,100,3,300
119245481,2011-9-7 0:12,173807,产品A,100,9,900
119245482,2011-9-7 0:12,174748,产品D,300,3,900
119245483,2011-9-7 0:13,102565,产品D,300,1,300
119245484,2011-9-7 0:13,107029,产品A,100,8,800
119245485,2011-9-7 0:13,107347,产品A,100,6,600
119245486,2011-9-7 0:13,108125,产品D,300,6,1800
119245487,2011-9-7 0:13,112710,产品D,300,3,900
119245488,2011-9-7 0:13,114474,产品A,100,2,200
119245489,2011-9-7 0:13,121229,产品A,100,1,100
119245490,2011-9-7 0:13,121972,产品B,200,7,1400
119245491,2011-9-7 0:13,131917,产品D,300,7,2100
119245492,2011-9-7 0:13,133334,产品D,300,1,300
119245493,2011-9-7 0:13,139993,产品B,200,3,600
119245494,2011-9-7 0:13,141844,产品D,300,6,1800
119245495,2011-9-7 0:13,152249,产品B,200,2,400
119245496,2011-9-7 0:13,155940,产品D,300,5,1500
119245497,2011-9-7 0:13,166712,产品D,300,3,900
119245498,2011-9-7 0:13,171188,产品D,300,3,900
119245499,2011-9-7 0:13,176589,产品A,100,10,1000
119245500,2011-9-7 0:13,177735,产品B,200,10,2000
119245501,2011-9-7 0:13,186846,产品D,300,3,900
119245502,2011-9-7 0:13,194887,产品D,300,10,3000
119245503,2011-9-7 0:14,102565,产品D,300,7,2100
119245504,2011-9-7 0:14,106976,产品A,100,2,200
119245505,2011-9-7 0:14,112329,产品A,100,3,300
119245506,2011-9-7 0:14,112486,产品D,300,3,900
119245507,2011-9-7 0:14,112710,产品D,300,2,600
119245508,2011-9-7 0:14,121229,产品A,100,9,900
119245509,2011-9-7 0:14,121972,产品B,200,4,800
119245510,2011-9-7 0:14,122636,产品A,100,8,800
119245511,2011-9-7 0:14,127624,产品A,100,5,500
119245512,2011-9-7 0:14,146460,产品D,300,7,2100
119245513,2011-9-7 0:14,149841,产品B,200,3,600
119245514,2011-9-7 0:14,151496,产品A,100,5,500
119245515,2011-9-7 0:14,152827,产品A,100,4,400
119245516,2011-9-7 0:14,153953,产品A,100,3,300
119245517,2011-9-7 0:14,154472,产品A,100,6,600
119245518,2011-9-7 0:14,157996,产品A,100,1,100
119245519,2011-9-7 0:14,159483,产品A,100,2,200
119245520,2011-9-7 0:14,164018,产品D,300,3,900
119245521,2011-9-7 0:14,165881,产品D,300,1,300
119245522,2011-9-7 0:14,167195,产品D,300,9,2700
119245523,2011-9-7 0:14,174748,产品D,300,4,1200
119245524,2011-9-7 0:14,186535,产品D,300,9,2700
119245525,2011-9-7 0:14,188438,产品A,100,10,1000
119245526,2011-9-7 0:14,197287,产品D,300,10,3000
119245527,2011-9-7 0:15,123923,产品A,100,1,100
119245528,2011-9-7 0:15,124394,产品A,100,10,1000
119245529,2011-9-7 0:15,133191,产品D,300,8,2400
119245530,2011-9-7 0:15,138934,产品D,300,6,1800
119245531,2011-9-7 0:15,150639,产品D,300,5,1500
119245532,2011-9-7 0:15,154056,产品A,100,3,300
119245533,2011-9-7 0:15,162290,产品D,300,6,1800
119245534,2011-9-7 0:15,174738,产品D,300,10,3000
119245535,2011-9-7 0:15,174748,产品D,300,4,1200
119245536,2011-9-7 0:15,176509,产品A,100,4,400
119245537,2011-9-7 0:15,179618,产品B,200,10,2000
119245538,2011-9-7 0:15,180820,产品B,200,7,1400
119245539,2011-9-7 0:15,186789,产品D,300,4,1200
119245540,2011-9-7 0:15,186846,产品D,300,5,1500
119245541,2011-9-7 0:15,187971,产品D,300,5,1500
119245542,2011-9-7 0:15,195432,产品A,100,4,400
119245543,2011-9-7 0:16,117375,产品A,100,9,900
119245544,2011-9-7 0:16,121229,产品A,100,5,500
119245545,2011-9-7 0:16,150035,产品D,300,5,1500
119245546,2011-9-7 0:16,167273,产品A,100,9,900
119245547,2011-9-7 0:16,169259,产品D,300,5,1500
119245548,2011-9-7 0:16,170757,产品A,100,4,400
119245549,2011-9-7 0:16,173234,产品A,100,10,1000
119245550,2011-9-7 0:16,173656,产品A,100,6,600
119245551,2011-9-7 0:16,179930,产品A,100,1,100
119245552,2011-9-7 0:16,180820,产品B,200,7,1400
119245553,2011-9-7 0:16,180820,产品B,200,8,1600
119245554,2011-9-7 0:16,180820,产品B,200,2,400
119245555,2011-9-7 0:16,189321,产品A,100,9,900
119245556,2011-9-7 0:16,190181,产品B,200,10,2000
119245557,2011-9-7 0:17,102565,产品D,300,4,1200
119245558,2011-9-7 0:17,103696,产品B,200,9,1800
119245559,2011-9-7 0:17,109213,产品D,300,1,300
119245560,2011-9-7 0:17,110418,产品A,100,3,300
119245561,2011-9-7 0:17,121968,产品A,100,4,400
119245562,2011-9-7 0:17,121968,产品A,100,1,100
119245563,2011-9-7 0:17,124394,产品A,100,9,900
119245564,2011-9-7 0:17,124754,产品A,100,1,100
119245565,2011-9-7 0:17,127371,产品D,300,4,1200
119245566,2011-9-7 0:17,149841,产品B,200,7,1400
119245567,2011-9-7 0:17,155029,产品A,100,1,100
119245568,2011-9-7 0:17,156105,产品A,100,2,200
119245569,2011-9-7 0:17,160538,产品E,400,3,1200
119245570,2011-9-7 0:17,171188,产品D,300,2,600
119245571,2011-9-7 0:17,175732,产品A,100,3,300
119245572,2011-9-7 0:17,179573,产品A,100,3,300
119245573,2011-9-7 0:17,180131,产品A,100,6,600
119245574,2011-9-7 0:17,182242,产品A,100,1,100
119245575,2011-9-7 0:17,191657,产品E,400,8,3200
119245576,2011-9-7 0:17,196562,产品D,300,2,600
119245577,2011-9-7 0:18,101176,产品A,100,6,600
119245578,2011-9-7 0:18,113020,产品D,300,5,1500
119245579,2011-9-7 0:18,115233,产品E,400,8,3200
119245580,2011-9-7 0:18,115593,产品D,300,3,900
119245581,2011-9-7 0:18,147161,产品A,100,10,1000
119245582,2011-9-7 0:18,149841,产品B,200,5,1000
119245583,2011-9-7 0:18,149841,产品B,200,1,200
119245584,2011-9-7 0:18,150547,产品A,100,2,200
119245585,2011-9-7 0:18,152417,产品A,100,1,100
119245586,2011-9-7 0:18,152417,产品A,100,5,500
119245587,2011-9-7 0:18,159969,产品B,200,7,1400
119245588,2011-9-7 0:18,163188,产品D,300,4,1200
119245589,2011-9-7 0:18,174211,产品D,300,6,1800
119245590,2011-9-7 0:18,177289,产品B,200,6,1200
119245591,2011-9-7 0:18,186775,产品B,200,7,1400
119245592,2011-9-7 0:18,187428,产品A,100,1,100
119245593,2011-9-7 0:18,188891,产品D,300,3,900
119245594,2011-9-7 0:18,189321,产品A,100,2,200
119245595,2011-9-7 0:19,115593,产品D,300,4,1200
119245596,2011-9-7 0:19,116927,产品D,300,2,600
119245597,2011-9-7 0:19,124158,产品D,300,5,1500
119245598,2011-9-7 0:19,124246,产品A,100,6,600
119245599,2011-9-7 0:19,129420,产品A,100,8,800
119245600,2011-9-7 0:19,140816,产品A,100,10,1000
119245601,2011-9-7 0:19,149841,产品B,200,4,800
119245602,2011-9-7 0:19,155053,产品D,300,5,1500
119245603,2011-9-7 0:19,155582,产品A,100,7,700
119245604,2011-9-7 0:19,160697,产品A,100,7,700
119245605,2011-9-7 0:19,165898,产品A,100,1,100
119245606,2011-9-7 0:19,172443,产品A,100,2,200
119245607,2011-9-7 0:19,174738,产品D,300,2,600
119245608,2011-9-7 0:19,176661,产品D,300,10,3000
119245609,2011-9-7 0:19,190174,产品D,300,3,900
119245610,2011-9-7 0:19,190917,产品A,100,5,500
119245611,2011-9-7 0:20,101712,产品B,200,7,1400
119245612,2011-9-7 0:20,115233,产品E,400,6,2400
119245613,2011-9-7 0:20,124394,产品A,100,9,900
119245614,2011-9-7 0:20,134545,产品D,300,2,600
119245615,2011-9-7 0:20,136522,产品B,200,3,600
119245616,2011-9-7 0:20,149841,产品B,200,5,1000
119245617,2011-9-7 0:20,149841,产品B,200,7,1400
119245618,2011-9-7 0:20,155940,产品D,300,1,300
119245619,2011-9-7 0:20,170981,产品B,200,9,1800
119245620,2011-9-7 0:20,172670,产品A,100,7,700
119245621,2011-9-7 0:20,178764,产品A,100,5,500
119245622,2011-9-7 0:20,181473,产品D,300,6,1800
119245623,2011-9-7 0:20,181711,产品A,100,10,1000
119245624,2011-9-7 0:20,185224,产品A,100,8,800
119245625,2011-9-7 0:20,185321,产品D,300,10,3000
119245626,2011-9-7 0:20,191385,产品A,100,10,1000
119245627,2011-9-7 0:20,192727,产品A,100,3,300
119245628,2011-9-7 0:21,100195,产品D,300,5,1500
119245629,2011-9-7 0:21,106295,产品D,300,6,1800
119245630,2011-9-7 0:21,109185,产品B,200,9,1800
119245631,2011-9-7 0:21,114535,产品B,200,2,400
119245632,2011-9-7 0:21,130479,产品A,100,8,800
119245633,2011-9-7 0:21,133831,产品B,200,5,1000
119245634,2011-9-7 0:21,134841,产品D,300,9,2700
119245635,2011-9-7 0:21,139003,产品A,100,5,500
119245636,2011-9-7 0:21,144095,产品A,100,9,900
119245637,2011-9-7 0:21,167214,产品B,200,4,800
119245638,2011-9-7 0:21,167420,产品D,300,8,2400
119245639,2011-9-7 0:21,172896,产品D,300,8,2400
119245640,2011-9-7 0:21,175843,产品D,300,2,600
119245641,2011-9-7 0:21,181670,产品A,100,10,1000
119245642,2011-9-7 0:21,190546,产品A,100,5,500
119245643,2011-9-7 0:22,102949,产品D,300,4,1200
119245644,2011-9-7 0:22,115157,产品A,100,7,700
119245645,2011-9-7 0:22,122641,产品D,300,7,2100
119245646,2011-9-7 0:22,123335,产品A,100,5,500
119245647,2011-9-7 0:22,124777,产品B,200,10,2000
119245648,2011-9-7 0:22,130851,产品A,100,9,900
119245649,2011-9-7 0:22,137589,产品A,100,8,800
119245650,2011-9-7 0:22,138551,产品D,300,8,2400
119245651,2011-9-7 0:22,144472,产品A,100,1,100
119245652,2011-9-7 0:22,154940,产品D,300,2,600
119245653,2011-9-7 0:22,162564,产品A,100,3,300
119245654,2011-9-7 0:22,162831,产品E,400,1,400
119245655,2011-9-7 0:22,164931,产品D,300,2,600
119245656,2011-9-7 0:22,167966,产品A,100,9,900
119245657,2011-9-7 0:22,171137,产品A,100,5,500
119245658,2011-9-7 0:22,174254,产品A,100,2,200
119245659,2011-9-7 0:22,176929,产品A,100,9,900
119245660,2011-9-7 0:22,178221,产品A,100,7,700
119245661,2011-9-7 0:22,183098,产品D,300,3,900
119245662,2011-9-7 0:22,187441,产品D,300,6,1800
119245663,2011-9-7 0:22,191657,产品E,400,6,2400
119245664,2011-9-7 0:22,196562,产品D,300,9,2700
119245665,2011-9-7 0:23,105252,产品D,300,3,900
119245666,2011-9-7 0:23,111701,产品D,300,2,600
119245667,2011-9-7 0:23,111701,产品D,300,8,2400
119245668,2011-9-7 0:23,127309,产品A,100,7,700
119245669,2011-9-7 0:23,130708,产品B,200,9,1800
119245670,2011-9-7 0:23,141576,产品A,100,5,500
119245671,2011-9-7 0:23,141709,产品A,100,3,300
119245672,2011-9-7 0:23,141989,产品B,200,5,1000
119245673,2011-9-7 0:23,143329,产品A,100,3,300
119245674,2011-9-7 0:23,144753,产品D,300,4,1200
119245675,2011-9-7 0:23,161883,产品B,200,9,1800
119245676,2011-9-7 0:23,163018,产品A,100,8,800
119245677,2011-9-7 0:23,172579,产品A,100,5,500
119245678,2011-9-7 0:23,179289,产品A,100,5,500
119245679,2011-9-7 0:23,180820,产品B,200,7,1400
119245680,2011-9-7 0:23,182198,产品D,300,2,600
119245681,2011-9-7 0:23,192015,产品A,100,5,500
119245682,2011-9-7 0:23,196562,产品D,300,3,900
119245683,2011-9-7 0:24,123271,产品A,100,8,800
119245684,2011-9-7 0:24,127937,产品D,300,6,1800
119245685,2011-9-7 0:24,133463,产品E,400,1,400
119245686,2011-9-7 0:24,138581,产品B,200,9,1800
119245687,2011-9-7 0:24,149841,产品B,200,10,2000
119245688,2011-9-7 0:24,151003,产品A,100,3,300
119245689,2011-9-7 0:24,152483,产品A,100,1,100
119245690,2011-9-7 0:24,153107,产品A,100,3,300
119245691,2011-9-7 0:24,157717,产品A,100,10,1000
119245692,2011-9-7 0:24,159506,产品D,300,6,1800
119245693,2011-9-7 0:24,175281,产品A,100,8,800
119245694,2011-9-7 0:24,185615,产品A,100,5,500
119245695,2011-9-7 0:24,190690,产品E,400,8,3200
119245696,2011-9-7 0:24,191418,产品B,200,2,400
119245697,2011-9-7 0:25,102332,产品A,100,6,600
119245698,2011-9-7 0:25,115669,产品B,200,10,2000
119245699,2011-9-7 0:25,120100,产品A,100,6,600
119245700,2011-9-7 0:25,123923,产品A,100,7,700
119245701,2011-9-7 0:25,133401,产品D,300,1,300
119245702,2011-9-7 0:25,144753,产品D,300,1,300
119245703,2011-9-7 0:25,149841,产品B,200,9,1800
119245704,2011-9-7 0:25,149841,产品B,200,3,600
119245705,2011-9-7 0:25,152858,产品C,280,5,1400
119245706,2011-9-7 0:25,154391,产品A,100,4,400
119245707,2011-9-7 0:25,172341,产品D,300,8,2400
119245708,2011-9-7 0:25,174018,产品D,300,4,1200
119245709,2011-9-7 0:25,175726,产品A,100,6,600
119245710,2011-9-7 0:25,178063,产品D,300,9,2700
119245711,2011-9-7 0:25,183098,产品D,300,8,2400
119245712,2011-9-7 0:25,190690,产品E,400,8,3200
119245713,2011-9-7 0:26,111047,产品D,300,8,2400
119245714,2011-9-7 0:26,114447,产品A,100,10,1000
119245715,2011-9-7 0:26,121686,产品A,100,2,200
119245716,2011-9-7 0:26,123875,产品B,200,7,1400
119245717,2011-9-7 0:26,125705,产品B,200,10,2000
119245718,2011-9-7 0:26,131305,产品A,100,1,100
119245719,2011-9-7 0:26,134385,产品D,300,6,1800
119245720,2011-9-7 0:26,138279,产品B,200,1,200
119245721,2011-9-7 0:26,149841,产品B,200,4,800
119245722,2011-9-7 0:26,171815,产品D,300,5,1500
119245723,2011-9-7 0:26,180820,产品B,200,3,600
119245724,2011-9-7 0:26,183098,产品D,300,9,2700
119245725,2011-9-7 0:26,194621,产品D,300,7,2100
119245726,2011-9-7 0:27,110819,产品D,300,1,300
119245727,2011-9-7 0:27,122432,产品D,300,10,3000
119245728,2011-9-7 0:27,129063,产品A,100,4,400
119245729,2011-9-7 0:27,133643,产品D,300,10,3000
119245730,2011-9-7 0:27,135122,产品D,300,8,2400
119245731,2011-9-7 0:27,144753,产品D,300,5,1500
119245732,2011-9-7 0:27,148115,产品A,100,10,1000
119245733,2011-9-7 0:27,155076,产品A,100,2,200
119245734,2011-9-7 0:27,157455,产品D,300,10,3000
119245735,2011-9-7 0:27,165398,产品A,100,4,400
119245736,2011-9-7 0:27,165717,产品B,200,5,1000
119245737,2011-9-7 0:27,167875,产品A,100,6,600
119245738,2011-9-7 0:27,171815,产品D,300,6,1800
119245739,2011-9-7 0:27,175732,产品A,100,9,900
119245740,2011-9-7 0:27,179289,产品A,100,7,700
119245741,2011-9-7 0:27,180820,产品B,200,2,400
119245742,2011-9-7 0:27,195436,产品A,100,7,700
119245743,2011-9-7 0:27,196711,产品F,500,3,1500
119245744,2011-9-7 0:28,108067,产品D,300,3,900
119245745,2011-9-7 0:28,113354,产品D,300,10,3000
119245746,2011-9-7 0:28,127371,产品D,300,4,1200
119245747,2011-9-7 0:28,138113,产品A,100,6,600
119245748,2011-9-7 0:28,148064,产品D,300,7,2100
119245749,2011-9-7 0:28,149841,产品B,200,10,2000
119245750,2011-9-7 0:28,171445,产品D,300,2,600
119245751,2011-9-7 0:28,176661,产品D,300,8,2400
119245752,2011-9-7 0:28,177169,产品A,100,5,500
119245753,2011-9-7 0:28,182171,产品A,100,4,400
119245754,2011-9-7 0:28,183319,产品A,100,6,600
119245755,2011-9-7 0:28,187441,产品D,300,10,3000
119245756,2011-9-7 0:28,190690,产品E,400,7,2800
119245757,2011-9-7 0:29,104786,产品D,300,4,1200
119245758,2011-9-7 0:29,114696,产品E,400,5,2000
119245759,2011-9-7 0:29,117402,产品D,300,7,2100
119245760,2011-9-7 0:29,149841,产品B,200,5,1000
119245761,2011-9-7 0:29,149841,产品B,200,5,1000
119245762,2011-9-7 0:29,151081,产品E,400,1,400
119245763,2011-9-7 0:29,161216,产品D,300,9,2700
119245764,2011-9-7 0:29,170757,产品A,100,8,800
119245765,2011-9-7 0:29,172738,产品D,300,3,900
119245766,2011-9-7 0:29,177169,产品A,100,7,700
119245767,2011-9-7 0:29,182171,产品A,100,9,900
119245768,2011-9-7 0:29,182171,产品A,100,6,600
119245769,2011-9-7 0:29,185850,产品D,300,2,600
119245770,2011-9-7 0:29,192061,产品D,300,5,1500
119245771,2011-9-7 0:30,100682,产品A,100,1,100
119245772,2011-9-7 0:30,102187,产品A,100,8,800
119245773,2011-9-7 0:30,102602,产品A,100,2,200
119245774,2011-9-7 0:30,107170,产品E,400,1,400
119245775,2011-9-7 0:30,108901,产品B,200,10,2000
119245776,2011-9-7 0:30,111047,产品A,100,7,700
119245777,2011-9-7 0:30,113303,产品A,100,5,500
119245778,2011-9-7 0:30,126859,产品D,300,7,2100
119245779,2011-9-7 0:30,132755,产品B,200,6,1200
119245780,2011-9-7 0:30,143592,产品A,100,3,300
