订单编号,订购日期,用户ID,产品,单价(元),数量,订购金额
119000120,2011-9-1 0:05,120512,产品B,200,2,400
119000121,2011-9-1 0:05,147227,产品A,100,2,200
119000122,2011-9-1 0:05,174292,产品A,100,6,600
119000123,2011-9-1 0:05,144282,产品D,300,1,300
119000124,2011-9-1 0:05,148115,产品A,100,9,900
119000125,2011-9-1 0:05,181670,产品A,100,5,500
119000126,2011-9-1 0:05,196833,产品D,300,5,1500
119000127,2011-9-1 0:05,130887,产品B,200,10,2000
119000128,2011-9-1 0:05,193738,产品A,100,7,700
119000129,2011-9-1 0:05,169035,产品A,100,9,900
119000130,2011-9-1 0:05,135168,产品A,100,3,300
119000131,2011-9-1 0:05,157113,产品D,300,3,900
119000132,2011-9-1 0:05,156158,产品B,200,8,1600
119000133,2011-9-1 0:06,109202,产品A,100,4,400
119000134,2011-9-1 0:06,173477,产品D,300,4,1200
119000135,2011-9-1 0:06,119150,产品A,100,9,900
119000136,2011-9-1 0:06,126900,产品D,300,3,900
119000137,2011-9-1 0:06,119243,产品A,100,1,100
119000138,2011-9-1 0:06,193881,产品A,100,5,500
119000139,2011-9-1 0:06,127375,产品D,300,4,1200
119000140,2011-9-1 0:06,154234,产品B,200,4,800
119000141,2011-9-1 0:06,181670,产品A,100,5,500
119000142,2011-9-1 0:06,110393,产品A,100,2,200
119000143,2011-9-1 0:06,168272,产品A,100,2,200
119000144,2011-9-1 0:06,108437,产品D,300,2,600
119000145,2011-9-1 0:06,149841,产品B,200,9,1800
119000146,2011-9-1 0:06,189417,产品D,300,7,2100
119000147,2011-9-1 0:06,153665,产品C,280,2,560
119000148,2011-9-1 0:06,108285,产品B,200,8,1600
119000149,2011-9-1 0:06,113758,产品D,300,8,2400
119000150,2011-9-1 0:06,181670,产品A,100,4,400
119000151,2011-9-1 0:06,105236,产品E,400,9,3600
119000152,2011-9-1 0:06,154234,产品B,200,9,1800
119000153,2011-9-1 0:06,111489,产品A,100,1,100
119000154,2011-9-1 0:06,178192,产品D,300,2,600
119000155,2011-9-1 0:07,174323,产品D,300,1,300
119000156,2011-9-1 0:07,128658,产品B,200,5,1000
119000157,2011-9-1 0:07,127642,产品A,100,8,800
119000158,2011-9-1 0:07,158238,产品B,200,8,1600
119000159,2011-9-1 0:07,116903,产品A,100,1,100
119000160,2011-9-1 0:07,151384,产品A,100,3,300
119000161,2011-9-1 0:07,121547,产品D,300,7,2100
119000162,2011-9-1 0:07,161291,产品A,100,9,900
119000163,2011-9-1 0:07,170571,产品B,200,7,1400
119000164,2011-9-1 0:07,198450,产品A,100,7,700
119000165,2011-9-1 0:07,142113,产品B,200,7,1400
119000166,2011-9-1 0:07,108285,产品B,200,9,1800
119000167,2011-9-1 0:07,111440,产品A,100,6,600
119000168,2011-9-1 0:07,127674,产品A,100,1,100
119000169,2011-9-1 0:07,173807,产品D,300,2,600
119000170,2011-9-1 0:07,160332,产品A,100,10,1000
119000171,2011-9-1 0:07,149841,产品B,200,7,1400
119000172,2011-9-1 0:07,114553,产品A,100,10,1000
119000173,2011-9-1 0:07,118042,产品D,300,1,300
119000174,2011-9-1 0:07,146291,产品A,100,1,100
119000175,2011-9-1 0:07,151384,产品A,100,6,600
119000176,2011-9-1 0:07,197450,产品D,300,10,3000
119000177,2011-9-1 0:07,180302,产品B,200,6,1200
119000178,2011-9-1 0:08,138322,产品D,300,1,300
119000179,2011-9-1 0:08,179930,产品A,100,6,600
119000180,2011-9-1 0:08,151240,产品A,100,1,100
119000181,2011-9-1 0:08,195927,产品C,280,6,1680
119000182,2011-9-1 0:08,149841,产品B,200,5,1000
119000183,2011-9-1 0:08,183909,产品A,100,5,500
119000184,2011-9-1 0:08,111489,产品A,100,8,800
119000185,2011-9-1 0:08,189321,产品A,100,7,700
119000186,2011-9-1 0:08,169961,产品D,300,7,2100
119000187,2011-9-1 0:08,126117,产品D,300,8,2400
119000188,2011-9-1 0:08,184651,产品D,300,2,600
119000189,2011-9-1 0:08,194589,产品A,100,10,1000
119000190,2011-9-1 0:08,165571,产品A,100,10,1000
119000191,2011-9-1 0:08,143863,产品A,100,7,700
119000192,2011-9-1 0:08,193917,产品A,100,10,1000
119000193,2011-9-1 0:08,187971,产品D,300,9,2700
119000194,2011-9-1 0:08,137401,产品D,300,5,1500
119000195,2011-9-1 0:08,128038,产品D,300,7,2100
119000196,2011-9-1 0:08,110595,产品D,300,3,900
119000197,2011-9-1 0:08,111125,产品A,100,3,300
119000198,2011-9-1 0:08,170225,产品A,100,9,900
119000199,2011-9-1 0:08,136206,产品B,200,10,2000
119000200,2011-9-1 0:09,117680,产品D,300,7,2100
119000201,2011-9-1 0:09,150757,产品D,300,5,1500
119000202,2011-9-1 0:09,139884,产品A,100,7,700
119000203,2011-9-1 0:09,172947,产品B,200,7,1400
119000204,2011-9-1 0:09,198450,产品A,100,3,300
119000205,2011-9-1 0:09,144980,产品A,100,1,100
119000206,2011-9-1 0:09,133258,产品A,100,10,1000
119000207,2011-9-1 0:09,116383,产品A,100,2,200
119000208,2011-9-1 0:09,149488,产品D,300,7,2100
119000209,2011-9-1 0:09,130324,产品A,100,4,400
119000210,2011-9-1 0:09,120594,产品D,300,9,2700
119000211,2011-9-1 0:09,181670,产品A,100,1,100
119000212,2011-9-1 0:09,166712,产品D,300,4,1200
119000213,2011-9-1 0:09,121881,产品A,100,2,200
119000214,2011-9-1 0:09,149841,产品B,200,1,200
119000215,2011-9-1 0:09,122409,产品C,280,3,840
119000216,2011-9-1 0:09,154445,产品D,300,2,600
119000217,2011-9-1 0:09,111440,产品A,100,10,1000
119000218,2011-9-1 0:09,116590,产品A,100,1,100
119000219,2011-9-1 0:09,181670,产品A,100,6,600
119000220,2011-9-1 0:09,132253,产品D,300,4,1200
119000221,2011-9-1 0:09,111483,产品B,200,4,800
119000222,2011-9-1 0:09,114834,产品D,300,5,1500
119000223,2011-9-1 0:09,193881,产品A,100,4,400
119000224,2011-9-1 0:09,105668,产品A,100,10,1000
119000225,2011-9-1 0:10,176484,产品A,100,2,200
119000226,2011-9-1 0:10,107527,产品D,300,8,2400
119000227,2011-9-1 0:10,149841,产品B,200,4,800
119000228,2011-9-1 0:10,186375,产品A,100,4,400
119000229,2011-9-1 0:10,131462,产品A,100,4,400
119000230,2011-9-1 0:10,168272,产品A,100,2,200
119000231,2011-9-1 0:10,100954,产品D,300,8,2400
119000232,2011-9-1 0:10,180820,产品A,100,4,400
119000233,2011-9-1 0:10,174748,产品D,300,5,1500
119000234,2011-9-1 0:10,139126,产品A,100,4,400
119000235,2011-9-1 0:10,133194,产品D,300,7,2100
119000236,2011-9-1 0:10,198450,产品A,100,10,1000
119000237,2011-9-1 0:10,124394,产品A,100,2,200
119000238,2011-9-1 0:10,192096,产品A,100,7,700
119000239,2011-9-1 0:10,132367,产品A,100,2,200
119000240,2011-9-1 0:10,154056,产品A,100,7,700
119000241,2011-9-1 0:10,127639,产品D,300,5,1500
119000242,2011-9-1 0:10,172947,产品B,200,9,1800
119000243,2011-9-1 0:10,111047,产品A,100,10,1000
119000244,2011-9-1 0:10,149841,产品B,200,2,400
119000245,2011-9-1 0:10,124246,产品A,100,2,200
119000246,2011-9-1 0:10,149047,产品A,100,6,600
119000247,2011-9-1 0:10,152023,产品B,200,5,1000
119000248,2011-9-1 0:11,172859,产品D,300,8,2400
119000249,2011-9-1 0:11,112329,产品A,100,5,500
119000250,2011-9-1 0:11,125091,产品A,100,4,400
119000251,2011-9-1 0:11,152741,产品B,200,8,1600
119000252,2011-9-1 0:11,171685,产品D,300,5,1500
119000253,2011-9-1 0:11,149841,产品B,200,9,1800
119000254,2011-9-1 0:11,133194,产品D,300,5,1500
119000255,2011-9-1 0:11,186712,产品D,300,8,2400
119000256,2011-9-1 0:11,152023,产品B,200,6,1200
119000257,2011-9-1 0:11,184004,产品D,300,7,2100
119000258,2011-9-1 0:11,139993,产品B,200,1,200
119000259,2011-9-1 0:11,167273,产品A,100,2,200
119000260,2011-9-1 0:11,181022,产品A,100,4,400
119000261,2011-9-1 0:11,197895,产品D,300,7,2100
119000262,2011-9-1 0:11,112329,产品A,100,7,700
119000263,2011-9-1 0:11,127639,产品D,300,4,1200
119000264,2011-9-1 0:11,119996,产品D,300,6,1800
119000265,2011-9-1 0:11,191402,产品B,200,8,1600
119000266,2011-9-1 0:11,101675,产品E,400,2,800
119000267,2011-9-1 0:11,111047,产品A,100,6,600
119000268,2011-9-1 0:11,118006,产品A,100,6,600
119000269,2011-9-1 0:11,121905,产品E,400,8,3200
119000270,2011-9-1 0:11,128085,产品E,400,1,400
119000271,2011-9-1 0:11,197966,产品D,300,7,2100
119000272,2011-9-1 0:12,167568,产品D,300,8,2400
119000273,2011-9-1 0:12,107527,产品D,300,3,900
119000274,2011-9-1 0:12,194069,产品A,100,5,500
119000275,2011-9-1 0:12,173807,产品A,100,9,900
119000276,2011-9-1 0:12,174748,产品D,300,3,900
119000277,2011-9-1 0:12,107291,产品A,100,10,1000
119000278,2011-9-1 0:12,153790,产品B,200,1,200
119000279,2011-9-1 0:12,151437,产品A,100,3,300
119000280,2011-9-1 0:12,137081,产品A,100,9,900
119000281,2011-9-1 0:12,165653,产品A,100,10,1000
119000282,2011-9-1 0:12,149841,产品B,200,3,600
119000283,2011-9-1 0:12,170225,产品A,100,3,300
119000284,2011-9-1 0:12,112260,产品B,200,2,400
119000285,2011-9-1 0:12,122279,产品A,100,3,300
119000286,2011-9-1 0:12,187971,产品D,300,10,3000
119000287,2011-9-1 0:12,154828,产品D,300,5,1500
119000288,2011-9-1 0:12,172141,产品A,100,3,300
119000289,2011-9-1 0:12,179453,产品D,300,2,600
119000290,2011-9-1 0:13,171188,产品D,300,3,900
119000291,2011-9-1 0:13,107029,产品A,100,8,800
119000292,2011-9-1 0:13,134211,产品D,300,10,3000
119000293,2011-9-1 0:13,177735,产品B,200,10,2000
119000294,2011-9-1 0:13,155940,产品D,300,5,1500
119000295,2011-9-1 0:13,110393,产品A,100,5,500
119000296,2011-9-1 0:13,186846,产品D,300,3,900
119000297,2011-9-1 0:13,102565,产品D,300,1,300
119000298,2011-9-1 0:13,154330,产品B,200,4,800
119000299,2011-9-1 0:13,194887,产品D,300,10,3000
119000300,2011-9-1 0:13,131917,产品D,300,7,2100
119000301,2011-9-1 0:13,119996,产品D,300,1,300
119000302,2011-9-1 0:13,121972,产品B,200,7,1400
119000303,2011-9-1 0:13,107347,产品A,100,6,600
119000304,2011-9-1 0:13,133258,产品A,100,8,800
119000305,2011-9-1 0:13,112710,产品D,300,3,900
119000306,2011-9-1 0:13,152249,产品B,200,2,400
119000307,2011-9-1 0:13,133611,产品D,300,5,1500
119000308,2011-9-1 0:13,176589,产品A,100,10,1000
119000309,2011-9-1 0:13,133334,产品D,300,1,300
119000310,2011-9-1 0:13,102565,产品D,300,4,1200
119000311,2011-9-1 0:13,166712,产品D,300,3,900
119000312,2011-9-1 0:13,139993,产品B,200,3,600
119000313,2011-9-1 0:13,181473,产品D,300,7,2100
119000314,2011-9-1 0:13,141844,产品D,300,6,1800
119000315,2011-9-1 0:13,108125,产品D,300,6,1800
119000316,2011-9-1 0:13,146460,产品D,300,6,1800
119000317,2011-9-1 0:13,114474,产品A,100,2,200
119000318,2011-9-1 0:13,121229,产品A,100,1,100
119000319,2011-9-1 0:13,187349,产品B,200,6,1200
119000320,2011-9-1 0:14,112710,产品D,300,2,600
119000321,2011-9-1 0:14,174748,产品D,300,4,1200
119000322,2011-9-1 0:14,194887,产品D,300,9,2700
119000323,2011-9-1 0:14,197287,产品D,300,10,3000
119000324,2011-9-1 0:14,127624,产品A,100,5,500
119000325,2011-9-1 0:14,114474,产品A,100,8,800
119000326,2011-9-1 0:14,157996,产品A,100,1,100
119000327,2011-9-1 0:14,188438,产品A,100,10,1000
119000328,2011-9-1 0:14,191515,产品B,200,6,1200
119000329,2011-9-1 0:14,121229,产品A,100,9,900
119000330,2011-9-1 0:14,154472,产品A,100,6,600
119000331,2011-9-1 0:14,184224,产品A,100,8,800
119000332,2011-9-1 0:14,106976,产品A,100,2,200
119000333,2011-9-1 0:14,159483,产品A,100,2,200
119000334,2011-9-1 0:14,177735,产品B,200,9,1800
119000335,2011-9-1 0:14,165881,产品D,300,1,300
119000336,2011-9-1 0:14,186535,产品D,300,9,2700
119000337,2011-9-1 0:14,157996,产品A,100,10,1000
119000338,2011-9-1 0:14,112486,产品D,300,3,900
119000339,2011-9-1 0:14,102565,产品D,300,7,2100
119000340,2011-9-1 0:14,127254,产品A,100,6,600
119000341,2011-9-1 0:14,122636,产品A,100,8,800
119000342,2011-9-1 0:14,153953,产品A,100,3,300
119000343,2011-9-1 0:14,115308,产品A,100,8,800
119000344,2011-9-1 0:14,121972,产品B,200,4,800
119000345,2011-9-1 0:14,164018,产品D,300,3,900
119000346,2011-9-1 0:14,160167,产品D,300,10,3000
119000347,2011-9-1 0:14,152827,产品A,100,4,400
119000348,2011-9-1 0:14,151496,产品A,100,5,500
119000349,2011-9-1 0:14,179333,产品D,300,4,1200
119000350,2011-9-1 0:14,167195,产品D,300,9,2700
119000351,2011-9-1 0:14,146460,产品D,300,7,2100
119000352,2011-9-1 0:14,198406,产品A,100,1,100
119000353,2011-9-1 0:14,112329,产品A,100,3,300
119000354,2011-9-1 0:14,149841,产品B,200,3,600
119000355,2011-9-1 0:14,177735,产品B,200,6,1200
119000356,2011-9-1 0:15,154056,产品A,100,3,300
119000357,2011-9-1 0:15,150639,产品D,300,5,1500
119000358,2011-9-1 0:15,185836,产品E,400,10,4000
119000359,2011-9-1 0:15,174748,产品D,300,4,1200
119000360,2011-9-1 0:15,162290,产品D,300,6,1800
119000361,2011-9-1 0:15,165610,产品A,100,8,800
119000362,2011-9-1 0:15,187971,产品D,300,5,1500
119000363,2011-9-1 0:15,176509,产品A,100,4,400
119000364,2011-9-1 0:15,139121,产品A,100,9,900
119000365,2011-9-1 0:15,133191,产品D,300,8,2400
119000366,2011-9-1 0:15,180820,产品B,200,7,1400
119000367,2011-9-1 0:15,196164,产品A,100,6,600
119000368,2011-9-1 0:15,123923,产品A,100,1,100
119000369,2011-9-1 0:15,124394,产品A,100,10,1000
119000370,2011-9-1 0:15,149841,产品B,200,10,2000
119000371,2011-9-1 0:15,186846,产品D,300,5,1500
119000372,2011-9-1 0:15,138934,产品D,300,6,1800
119000373,2011-9-1 0:15,115174,产品A,100,1,100
119000374,2011-9-1 0:15,174738,产品D,300,10,3000
119000375,2011-9-1 0:15,186789,产品D,300,4,1200
119000376,2011-9-1 0:15,166712,产品D,300,6,1800
119000377,2011-9-1 0:15,195432,产品A,100,4,400
119000378,2011-9-1 0:15,179618,产品B,200,10,2000
119000379,2011-9-1 0:15,149841,产品B,200,8,1600
119000380,2011-9-1 0:16,180820,产品B,200,7,1400
119000381,2011-9-1 0:16,167273,产品A,100,9,900
119000382,2011-9-1 0:16,104122,产品B,200,7,1400
119000383,2011-9-1 0:16,170757,产品A,100,4,400
119000384,2011-9-1 0:16,150035,产品D,300,5,1500
119000385,2011-9-1 0:16,153871,产品D,300,7,2100
119000386,2011-9-1 0:16,169259,产品D,300,5,1500
119000387,2011-9-1 0:16,117375,产品A,100,9,900
119000388,2011-9-1 0:16,149151,产品A,100,9,900
119000389,2011-9-1 0:16,173234,产品A,100,10,1000
119000390,2011-9-1 0:16,179930,产品A,100,1,100
119000391,2011-9-1 0:16,178764,产品A,100,5,500
119000392,2011-9-1 0:16,190181,产品B,200,10,2000
119000393,2011-9-1 0:16,180820,产品B,200,2,400
119000394,2011-9-1 0:16,124626,产品D,300,2,600
119000395,2011-9-1 0:16,189321,产品A,100,9,900
119000396,2011-9-1 0:16,121229,产品A,100,5,500
119000397,2011-9-1 0:16,109578,产品C,280,5,1400
119000398,2011-9-1 0:16,180820,产品B,200,8,1600
119000399,2011-9-1 0:16,173656,产品A,100,6,600
119000400,2011-9-1 0:16,105711,产品D,300,4,1200
119000401,2011-9-1 0:17,175732,产品A,100,3,300
119000402,2011-9-1 0:17,103696,产品B,200,9,1800
119000403,2011-9-1 0:17,192015,产品A,100,8,800
119000404,2011-9-1 0:17,171188,产品D,300,2,600
119000405,2011-9-1 0:17,102565,产品D,300,4,1200
119000406,2011-9-1 0:17,174211,产品D,300,10,3000
119000407,2011-9-1 0:17,156105,产品A,100,2,200
119000408,2011-9-1 0:17,121968,产品A,100,1,100
119000409,2011-9-1 0:17,174129,产品B,200,1,200
119000410,2011-9-1 0:17,110418,产品A,100,3,300
119000411,2011-9-1 0:17,180131,产品A,100,6,600
119000412,2011-9-1 0:17,106903,产品A,100,5,500
119000413,2011-9-1 0:17,124394,产品A,100,9,900
119000414,2011-9-1 0:17,149841,产品B,200,7,1400
119000415,2011-9-1 0:17,192727,产品A,100,2,200
119000416,2011-9-1 0:17,109213,产品D,300,1,300
119000417,2011-9-1 0:17,182242,产品A,100,1,100
119000418,2011-9-1 0:17,179747,产品A,100,8,800
119000419,2011-9-1 0:17,179573,产品A,100,3,300
119000420,2011-9-1 0:17,196562,产品D,300,2,600
119000421,2011-9-1 0:17,100644,产品A,100,10,1000
119000422,2011-9-1 0:17,191657,产品E,400,8,3200
119000423,2011-9-1 0:17,127371,产品D,300,4,1200
119000424,2011-9-1 0:17,101675,产品E,400,10,4000
119000425,2011-9-1 0:17,121968,产品A,100,4,400
119000426,2011-9-1 0:17,124754,产品A,100,1,100
119000427,2011-9-1 0:17,149841,产品B,200,5,1000
119000428,2011-9-1 0:17,155029,产品A,100,1,100
119000429,2011-9-1 0:17,160538,产品E,400,3,1200
119000430,2011-9-1 0:18,159794,产品C,280,4,1120
119000431,2011-9-1 0:18,188891,产品D,300,3,900
119000432,2011-9-1 0:18,186775,产品B,200,7,1400
119000433,2011-9-1 0:18,163836,产品A,100,1,100
119000434,2011-9-1 0:18,177289,产品B,200,6,1200
119000435,2011-9-1 0:18,149841,产品B,200,1,200
119000436,2011-9-1 0:18,167195,产品D,300,4,1200
119000437,2011-9-1 0:18,187428,产品A,100,1,100
119000438,2011-9-1 0:18,115233,产品E,400,8,3200
119000439,2011-9-1 0:18,197966,产品D,300,7,2100
119000440,2011-9-1 0:18,149841,产品B,200,5,1000
119000441,2011-9-1 0:18,152417,产品A,100,5,500
119000442,2011-9-1 0:18,112260,产品B,200,7,1400
119000443,2011-9-1 0:18,174211,产品D,300,6,1800
119000444,2011-9-1 0:18,189321,产品A,100,2,200
119000445,2011-9-1 0:18,180820,产品B,200,4,800
119000446,2011-9-1 0:18,152417,产品A,100,1,100
119000447,2011-9-1 0:18,113020,产品D,300,5,1500
119000448,2011-9-1 0:18,105711,产品D,300,3,900
119000449,2011-9-1 0:18,159969,产品B,200,7,1400
119000450,2011-9-1 0:18,101176,产品A,100,6,600
119000451,2011-9-1 0:18,174211,产品D,300,2,600
119000452,2011-9-1 0:18,115593,产品D,300,3,900
119000453,2011-9-1 0:18,147161,产品A,100,10,1000
119000454,2011-9-1 0:18,127937,产品A,100,5,500
119000455,2011-9-1 0:18,163188,产品D,300,4,1200
119000456,2011-9-1 0:18,150547,产品A,100,2,200
119000457,2011-9-1 0:19,180820,产品B,200,8,1600
119000458,2011-9-1 0:19,190174,产品D,300,3,900
119000459,2011-9-1 0:19,149841,产品B,200,4,800
119000460,2011-9-1 0:19,155001,产品D,300,4,1200
119000461,2011-9-1 0:19,115593,产品D,300,4,1200
119000462,2011-9-1 0:19,116927,产品D,300,2,600
119000463,2011-9-1 0:19,172443,产品A,100,6,600
119000464,2011-9-1 0:19,172443,产品A,100,2,200
119000465,2011-9-1 0:19,174738,产品D,300,2,600
119000466,2011-9-1 0:19,180970,产品A,100,9,900
119000467,2011-9-1 0:19,124158,产品D,300,5,1500
119000468,2011-9-1 0:19,140816,产品A,100,10,1000
119000469,2011-9-1 0:19,162106,产品D,300,8,2400
119000470,2011-9-1 0:19,176661,产品D,300,10,3000
119000471,2011-9-1 0:19,190917,产品A,100,5,500
119000472,2011-9-1 0:19,183098,产品D,300,4,1200
119000473,2011-9-1 0:19,155582,产品A,100,7,700
119000474,2011-9-1 0:19,155053,产品D,300,5,1500
119000475,2011-9-1 0:19,193545,产品B,200,6,1200
119000476,2011-9-1 0:19,124246,产品A,100,6,600
119000477,2011-9-1 0:19,160697,产品A,100,7,700
119000478,2011-9-1 0:19,111251,产品D,300,3,900
119000479,2011-9-1 0:19,129420,产品A,100,8,800
119000480,2011-9-1 0:19,165898,产品A,100,1,100
119000481,2011-9-1 0:19,172296,产品D,300,3,900
119000482,2011-9-1 0:20,136522,产品B,200,3,600
119000483,2011-9-1 0:20,192727,产品A,100,3,300
119000484,2011-9-1 0:20,152483,产品A,100,8,800
119000485,2011-9-1 0:20,185224,产品A,100,8,800
119000486,2011-9-1 0:20,181711,产品A,100,10,1000
119000487,2011-9-1 0:20,193818,产品A,100,8,800
119000488,2011-9-1 0:20,115233,产品E,400,6,2400
119000489,2011-9-1 0:20,172670,产品A,100,7,700
119000490,2011-9-1 0:20,180820,产品B,200,10,2000
