订单编号,订购日期,用户ID,产品,单价(元),数量,订购金额
119237087,2011-9-6 0:22,137589,产品A,100,8,800
119237088,2011-9-6 0:22,138551,产品D,300,8,2400
119237089,2011-9-6 0:22,144472,产品A,100,1,100
119237090,2011-9-6 0:22,154940,产品D,300,2,600
119237091,2011-9-6 0:22,162564,产品A,100,3,300
119237092,2011-9-6 0:22,162831,产品E,400,1,400
119237093,2011-9-6 0:22,167966,产品A,100,9,900
119237094,2011-9-6 0:22,174254,产品A,100,2,200
119237095,2011-9-6 0:22,176929,产品A,100,9,900
119237096,2011-9-6 0:22,178221,产品A,100,7,700
119237097,2011-9-6 0:23,105252,产品D,300,3,900
119237098,2011-9-6 0:23,111701,产品D,300,8,2400
119237099,2011-9-6 0:23,127309,产品A,100,7,700
119237100,2011-9-6 0:23,130708,产品B,200,9,1800
119237101,2011-9-6 0:23,141709,产品A,100,3,300
119237102,2011-9-6 0:23,144753,产品D,300,4,1200
119237103,2011-9-6 0:23,172579,产品A,100,5,500
119237104,2011-9-6 0:23,192015,产品A,100,5,500
119237105,2011-9-6 0:23,196562,产品D,300,3,900
119237106,2011-9-6 0:24,123271,产品A,100,8,800
119237107,2011-9-6 0:24,133463,产品E,400,1,400
119237108,2011-9-6 0:24,138581,产品B,200,9,1800
119237109,2011-9-6 0:24,151003,产品A,100,3,300
119237110,2011-9-6 0:24,152483,产品A,100,1,100
119237111,2011-9-6 0:24,175281,产品A,100,8,800
119237112,2011-9-6 0:24,191418,产品B,200,2,400
119237113,2011-9-6 0:25,115669,产品B,200,10,2000
119237114,2011-9-6 0:25,120100,产品A,100,6,600
119237115,2011-9-6 0:25,123923,产品A,100,7,700
119237116,2011-9-6 0:25,133401,产品D,300,1,300
119237117,2011-9-6 0:25,152858,产品C,280,5,1400
119237118,2011-9-6 0:25,154391,产品A,100,4,400
119237119,2011-9-6 0:25,174018,产品D,300,4,1200
119237120,2011-9-6 0:25,183098,产品D,300,8,2400
119237121,2011-9-6 0:26,114447,产品A,100,10,1000
119237122,2011-9-6 0:26,121686,产品A,100,2,200
119237123,2011-9-6 0:26,131305,产品A,100,1,100
119237124,2011-9-6 0:26,149841,产品B,200,4,800
119237125,2011-9-6 0:26,180820,产品B,200,3,600
119237126,2011-9-6 0:26,194621,产品D,300,7,2100
119237127,2011-9-6 0:27,110819,产品D,300,1,300
119237128,2011-9-6 0:27,148115,产品A,100,10,1000
119237129,2011-9-6 0:27,157455,产品D,300,10,3000
119237130,2011-9-6 0:27,165717,产品B,200,5,1000
119237131,2011-9-6 0:27,167875,产品A,100,6,600
119237132,2011-9-6 0:27,179289,产品A,100,7,700
119237133,2011-9-6 0:27,180820,产品B,200,2,400
119237134,2011-9-6 0:27,195436,产品A,100,7,700
119237135,2011-9-6 0:27,196711,产品F,500,3,1500
119237136,2011-9-6 0:28,127371,产品D,300,4,1200
119237137,2011-9-6 0:28,138113,产品A,100,6,600
119237138,2011-9-6 0:28,148064,产品D,300,7,2100
119237139,2011-9-6 0:28,171445,产品D,300,2,600
119237140,2011-9-6 0:28,182171,产品A,100,4,400
119237141,2011-9-6 0:28,187441,产品D,300,10,3000
119237142,2011-9-6 0:28,190690,产品E,400,7,2800
119237143,2011-9-6 0:29,104786,产品D,300,4,1200
119237144,2011-9-6 0:29,151081,产品E,400,1,400
119237145,2011-9-6 0:29,161216,产品D,300,9,2700
119237146,2011-9-6 0:29,170757,产品A,100,8,800
119237147,2011-9-6 0:29,172738,产品D,300,3,900
119237148,2011-9-6 0:29,177169,产品A,100,7,700
119237149,2011-9-6 0:29,182171,产品A,100,6,600
119237150,2011-9-6 0:30,102187,产品A,100,8,800
119237151,2011-9-6 0:30,102602,产品A,100,2,200
119237152,2011-9-6 0:30,113303,产品A,100,5,500
119237153,2011-9-6 0:30,126859,产品D,300,7,2100
119237154,2011-9-6 0:30,132755,产品B,200,6,1200
119237155,2011-9-6 0:30,145565,产品D,300,7,2100
119237156,2011-9-6 0:30,149841,产品B,200,5,1000
119237157,2011-9-6 0:30,182369,产品D,300,1,300
119237158,2011-9-6 0:30,183904,产品A,100,9,900
119237159,2011-9-6 0:31,101883,产品A,100,9,900
119237160,2011-9-6 0:31,126859,产品D,300,9,2700
119237161,2011-9-6 0:31,149841,产品B,200,1,200
119237162,2011-9-6 0:31,149976,产品A,100,10,1000
119237163,2011-9-6 0:31,151652,产品B,200,4,800
119237164,2011-9-6 0:31,174254,产品A,100,3,300
119237165,2011-9-6 0:31,182369,产品D,300,5,1500
119237166,2011-9-6 0:32,108699,产品B,200,9,1800
119237167,2011-9-6 0:32,131996,产品A,100,2,200
119237168,2011-9-6 0:32,145565,产品A,100,10,1000
119237169,2011-9-6 0:32,151362,产品B,200,9,1800
119237170,2011-9-6 0:32,153805,产品A,100,1,100
119237171,2011-9-6 0:32,160140,产品B,200,9,1800
119237172,2011-9-6 0:32,176287,产品D,300,1,300
119237173,2011-9-6 0:32,197703,产品A,100,8,800
119237174,2011-9-6 0:33,109875,产品B,200,8,1600
119237175,2011-9-6 0:33,128310,产品A,100,10,1000
119237176,2011-9-6 0:33,136522,产品A,100,2,200
119237177,2011-9-6 0:33,176661,产品D,300,3,900
119237178,2011-9-6 0:33,182554,产品E,400,8,3200
119237179,2011-9-6 0:33,186146,产品A,100,4,400
119237180,2011-9-6 0:33,194449,产品A,100,1,100
119237181,2011-9-6 0:34,104786,产品D,300,6,1800
119237182,2011-9-6 0:34,104973,产品A,100,10,1000
119237183,2011-9-6 0:34,122949,产品D,300,9,2700
119237184,2011-9-6 0:34,128310,产品A,100,2,200
119237185,2011-9-6 0:34,131644,产品A,100,1,100
119237186,2011-9-6 0:34,132460,产品A,100,10,1000
119237187,2011-9-6 0:34,141975,产品D,300,3,900
119237188,2011-9-6 0:34,164171,产品E,400,6,2400
119237189,2011-9-6 0:34,179422,产品D,300,5,1500
119237190,2011-9-6 0:35,133947,产品B,200,5,1000
119237191,2011-9-6 0:35,134023,产品A,100,8,800
119237192,2011-9-6 0:35,152503,产品B,200,3,600
119237193,2011-9-6 0:35,159466,产品D,300,3,900
119237194,2011-9-6 0:35,169284,产品A,100,8,800
119237195,2011-9-6 0:35,178330,产品A,100,3,300
119237196,2011-9-6 0:35,193746,产品D,300,1,300
119237197,2011-9-6 0:36,105393,产品B,200,2,400
119237198,2011-9-6 0:36,115381,产品A,100,5,500
119237199,2011-9-6 0:36,130479,产品A,100,1,100
119237200,2011-9-6 0:36,151836,产品A,100,8,800
119237201,2011-9-6 0:36,154542,产品B,200,3,600
119237202,2011-9-6 0:36,154606,产品A,100,8,800
119237203,2011-9-6 0:36,173256,产品A,100,7,700
119237204,2011-9-6 0:36,176788,产品A,100,1,100
119237205,2011-9-6 0:37,112016,产品B,200,6,1200
119237206,2011-9-6 0:37,145565,产品B,200,1,200
119237207,2011-9-6 0:37,147719,产品A,100,2,200
119237208,2011-9-6 0:37,149841,产品B,200,6,1200
119237209,2011-9-6 0:37,153435,产品D,300,9,2700
119237210,2011-9-6 0:37,176918,产品D,300,7,2100
119237211,2011-9-6 0:37,180552,产品D,300,4,1200
119237212,2011-9-6 0:38,107317,产品A,100,8,800
119237213,2011-9-6 0:38,110393,产品A,100,4,400
119237214,2011-9-6 0:38,130534,产品B,200,4,800
119237215,2011-9-6 0:38,132985,产品A,100,5,500
119237216,2011-9-6 0:38,139346,产品A,100,7,700
119237217,2011-9-6 0:38,152130,产品E,400,9,3600
119237218,2011-9-6 0:38,155998,产品A,100,10,1000
119237219,2011-9-6 0:38,176198,产品B,200,9,1800
119237220,2011-9-6 0:38,176661,产品D,300,7,2100
119237221,2011-9-6 0:39,122013,产品D,300,7,2100
119237222,2011-9-6 0:39,128126,产品A,100,6,600
119237223,2011-9-6 0:39,133991,产品D,300,6,1800
119237224,2011-9-6 0:39,142837,产品D,300,7,2100
119237225,2011-9-6 0:39,163167,产品A,100,7,700
119237226,2011-9-6 0:39,168138,产品D,300,9,2700
119237227,2011-9-6 0:39,184612,产品D,300,9,2700
119237228,2011-9-6 0:39,195994,产品A,100,10,1000
119237229,2011-9-6 0:40,131630,产品D,300,1,300
119237230,2011-9-6 0:40,135643,产品E,400,10,4000
119237231,2011-9-6 0:40,145989,产品D,300,4,1200
119237232,2011-9-6 0:40,150072,产品D,300,10,3000
119237233,2011-9-6 0:40,151836,产品A,100,1,100
119237234,2011-9-6 0:40,158195,产品B,200,10,2000
119237235,2011-9-6 0:40,189810,产品B,200,7,1400
119237236,2011-9-6 0:40,189810,产品B,200,7,1400
119237237,2011-9-6 0:41,100054,产品B,200,9,1800
119237238,2011-9-6 0:41,105145,产品B,200,10,2000
119237239,2011-9-6 0:41,108137,产品A,100,7,700
119237240,2011-9-6 0:41,110418,产品A,100,6,600
119237241,2011-9-6 0:41,145451,产品A,100,10,1000
119237242,2011-9-6 0:41,182171,产品A,100,2,200
119237243,2011-9-6 0:41,182171,产品A,100,4,400
119237244,2011-9-6 0:41,182171,产品A,100,6,600
119237245,2011-9-6 0:42,101583,产品E,400,2,800
119237246,2011-9-6 0:42,108137,产品A,100,2,200
119237247,2011-9-6 0:42,111047,产品A,100,5,500
119237248,2011-9-6 0:42,174926,产品B,200,6,1200
119237249,2011-9-6 0:42,184724,产品D,300,4,1200
119237250,2011-9-6 0:42,186250,产品A,100,7,700
119237251,2011-9-6 0:43,101712,产品B,200,6,1200
119237252,2011-9-6 0:43,103535,产品D,300,6,1800
119237253,2011-9-6 0:43,112709,产品D,300,7,2100
119237254,2011-9-6 0:43,116961,产品A,100,9,900
119237255,2011-9-6 0:43,145359,产品D,300,10,3000
119237256,2011-9-6 0:43,146114,产品A,100,2,200
119237257,2011-9-6 0:43,186007,产品A,100,6,600
119237258,2011-9-6 0:44,109152,产品D,300,8,2400
119237259,2011-9-6 0:44,124714,产品E,400,5,2000
119237260,2011-9-6 0:44,132677,产品D,300,1,300
119237261,2011-9-6 0:44,139126,产品B,200,3,600
119237262,2011-9-6 0:44,163412,产品A,100,2,200
119237263,2011-9-6 0:44,176661,产品B,200,1,200
119237264,2011-9-6 0:44,185959,产品D,300,10,3000
119237265,2011-9-6 0:45,150203,产品A,100,10,1000
119237266,2011-9-6 0:45,161854,产品A,100,4,400
119237267,2011-9-6 0:45,164462,产品A,100,5,500
119237268,2011-9-6 0:45,173083,产品A,100,6,600
119237269,2011-9-6 0:45,176445,产品A,100,2,200
119237270,2011-9-6 0:45,179985,产品A,100,10,1000
119237271,2011-9-6 0:46,122620,产品A,100,9,900
119237272,2011-9-6 0:46,123875,产品A,100,3,300
119237273,2011-9-6 0:46,134023,产品A,100,6,600
119237274,2011-9-6 0:46,161465,产品A,100,10,1000
119237275,2011-9-6 0:46,172225,产品D,300,2,600
119237276,2011-9-6 0:46,177030,产品A,100,7,700
119237277,2011-9-6 0:47,105023,产品A,100,3,300
119237278,2011-9-6 0:47,130194,产品A,100,7,700
119237279,2011-9-6 0:47,149841,产品B,200,5,1000
119237280,2011-9-6 0:47,161651,产品A,100,5,500
119237281,2011-9-6 0:47,162726,产品A,100,8,800
119237282,2011-9-6 0:47,182369,产品D,300,4,1200
119237283,2011-9-6 0:48,113525,产品D,300,3,900
119237284,2011-9-6 0:48,122435,产品B,200,2,400
119237285,2011-9-6 0:48,124378,产品A,100,1,100
119237286,2011-9-6 0:48,149841,产品B,200,7,1400
119237287,2011-9-6 0:48,149841,产品B,200,3,600
119237288,2011-9-6 0:48,162893,产品B,200,3,600
119237289,2011-9-6 0:49,100874,产品A,100,7,700
119237290,2011-9-6 0:49,119538,产品A,100,2,200
119237291,2011-9-6 0:49,124145,产品D,300,6,1800
119237292,2011-9-6 0:49,126225,产品A,100,5,500
119237293,2011-9-6 0:49,152827,产品A,100,10,1000
119237294,2011-9-6 0:49,169885,产品A,100,8,800
119237295,2011-9-6 0:49,182369,产品D,300,7,2100
119237296,2011-9-6 0:49,191365,产品A,100,4,400
119237297,2011-9-6 0:50,105956,产品C,280,10,2800
119237298,2011-9-6 0:50,109875,产品B,200,9,1800
119237299,2011-9-6 0:50,141402,产品A,100,9,900
119237300,2011-9-6 0:50,162683,产品D,300,8,2400
119237301,2011-9-6 0:50,163018,产品A,100,7,700
119237302,2011-9-6 0:50,174926,产品A,100,8,800
119237303,2011-9-6 0:51,125060,产品A,100,5,500
119237304,2011-9-6 0:51,149841,产品B,200,9,1800
119237305,2011-9-6 0:51,175995,产品C,280,3,840
119237306,2011-9-6 0:51,186297,产品A,100,3,300
119237307,2011-9-6 0:51,190937,产品C,280,5,1400
119237308,2011-9-6 0:51,193616,产品D,300,8,2400
119237309,2011-9-6 0:52,102248,产品B,200,5,1000
119237310,2011-9-6 0:52,145982,产品B,200,6,1200
119237311,2011-9-6 0:52,145982,产品B,200,3,600
119237312,2011-9-6 0:52,146766,产品A,100,7,700
119237313,2011-9-6 0:52,158857,产品A,100,8,800
119237314,2011-9-6 0:52,177633,产品D,300,1,300
119237315,2011-9-6 0:53,110182,产品A,100,2,200
119237316,2011-9-6 0:53,119600,产品A,100,9,900
119237317,2011-9-6 0:53,154959,产品A,100,9,900
119237318,2011-9-6 0:53,190937,产品C,280,8,2240
119237319,2011-9-6 0:53,197655,产品D,300,3,900
119237320,2011-9-6 0:54,141953,产品A,100,7,700
119237321,2011-9-6 0:54,152149,产品A,100,4,400
119237322,2011-9-6 0:54,178059,产品A,100,3,300
119237323,2011-9-6 0:54,182589,产品A,100,10,1000
119237324,2011-9-6 0:54,188430,产品D,300,3,900
119237325,2011-9-6 0:55,117153,产品D,300,6,1800
119237326,2011-9-6 0:55,131622,产品A,100,1,100
119237327,2011-9-6 0:55,135643,产品E,400,8,3200
119237328,2011-9-6 0:55,161759,产品D,300,1,300
119237329,2011-9-6 0:55,168753,产品D,300,8,2400
119237330,2011-9-6 0:55,192514,产品A,100,8,800
119237331,2011-9-6 0:56,107538,产品A,100,2,200
119237332,2011-9-6 0:56,130479,产品A,100,9,900
119237333,2011-9-6 0:56,149841,产品B,200,10,2000
119237334,2011-9-6 0:56,152249,产品B,200,10,2000
119237335,2011-9-6 0:56,185370,产品B,200,9,1800
119237336,2011-9-6 0:57,130313,产品D,300,1,300
119237337,2011-9-6 0:57,138377,产品A,100,10,1000
119237338,2011-9-6 0:57,138438,产品A,100,5,500
119237339,2011-9-6 0:57,152249,产品B,200,6,1200
119237340,2011-9-6 0:57,180724,产品D,300,5,1500
119237341,2011-9-6 0:58,119744,产品A,100,4,400
119237342,2011-9-6 0:58,130313,产品D,300,2,600
119237343,2011-9-6 0:58,149841,产品B,200,5,1000
119237344,2011-9-6 0:58,151158,产品D,300,10,3000
119237345,2011-9-6 0:58,156125,产品A,100,7,700
119237346,2011-9-6 0:58,171557,产品D,300,3,900
119237347,2011-9-6 0:59,118796,产品D,300,1,300
119237348,2011-9-6 0:59,134080,产品D,300,10,3000
119237349,2011-9-6 0:59,146766,产品A,100,5,500
119237350,2011-9-6 0:59,172091,产品D,300,5,1500
119237351,2011-9-6 0:59,180807,产品D,300,6,1800
119237352,2011-9-6 1:00,115472,产品E,400,1,400
119237353,2011-9-6 1:00,123900,产品D,300,8,2400
119237354,2011-9-6 1:00,125087,产品A,100,10,1000
119237355,2011-9-6 1:00,143577,产品A,100,10,1000
119237356,2011-9-6 1:00,177816,产品D,300,10,3000
119237357,2011-9-6 1:01,102282,产品A,100,9,900
119237358,2011-9-6 1:01,104991,产品D,300,10,3000
119237359,2011-9-6 1:01,148046,产品A,100,4,400
119237360,2011-9-6 1:01,171140,产品A,100,5,500
119237361,2011-9-6 1:02,120157,产品D,300,1,300
119237362,2011-9-6 1:02,159981,产品A,100,6,600
119237363,2011-9-6 1:02,163144,产品B,200,5,1000
119237364,2011-9-6 1:02,170571,产品D,300,1,300
119237365,2011-9-6 1:02,173365,产品E,400,6,2400
119237366,2011-9-6 1:02,194018,产品A,100,5,500
119237367,2011-9-6 1:03,100369,产品E,400,3,1200
119237368,2011-9-6 1:03,117788,产品A,100,3,300
119237369,2011-9-6 1:03,145758,产品A,100,1,100
119237370,2011-9-6 1:03,149841,产品B,200,3,600
119237371,2011-9-6 1:03,160944,产品B,200,10,2000
119237372,2011-9-6 1:04,112210,产品A,100,3,300
119237373,2011-9-6 1:04,115811,产品D,300,10,3000
119237374,2011-9-6 1:04,144126,产品D,300,10,3000
119237375,2011-9-6 1:04,150340,产品D,300,10,3000
119237376,2011-9-6 1:04,192512,产品D,300,5,1500
119237377,2011-9-6 1:05,121192,产品A,100,6,600
119237378,2011-9-6 1:05,172552,产品D,300,5,1500
119237379,2011-9-6 1:05,177816,产品D,300,3,900
119237380,2011-9-6 1:05,182922,产品D,300,10,3000
119237381,2011-9-6 1:06,100910,产品A,100,6,600
119237382,2011-9-6 1:06,105617,产品A,100,10,1000
119237383,2011-9-6 1:06,144126,产品D,300,2,600
119237384,2011-9-6 1:06,152543,产品A,100,4,400
119237385,2011-9-6 1:06,153456,产品A,100,5,500
119237386,2011-9-6 1:06,188346,产品D,300,4,1200
119237387,2011-9-6 1:07,132637,产品D,300,10,3000
119237388,2011-9-6 1:07,135554,产品D,300,1,300
119237389,2011-9-6 1:07,156537,产品A,100,8,800
119237390,2011-9-6 1:07,184916,产品A,100,9,900
119237391,2011-9-6 1:07,186225,产品B,200,8,1600
119237392,2011-9-6 1:07,188777,产品A,100,3,300
119237393,2011-9-6 1:08,105909,产品A,100,5,500
119237394,2011-9-6 1:08,123295,产品B,200,3,600
119237395,2011-9-6 1:08,130479,产品A,100,5,500
119237396,2011-9-6 1:08,133061,产品D,300,4,1200
119237397,2011-9-6 1:08,152503,产品B,200,10,2000
119237398,2011-9-6 1:08,167432,产品D,300,10,3000
119237399,2011-9-6 1:08,190232,产品A,100,9,900
