订单编号,订购日期,用户ID,产品,单价(元),数量,订购金额
119152372,2011-9-4 0:00,197303,产品A,100,1,100
119152373,2011-9-4 0:00,198466,产品D,300,8,2400
119152374,2011-9-4 0:00,199357,产品E,400,6,2400
119152375,2011-9-4 0:01,100939,产品A,100,8,800
119152376,2011-9-4 0:01,101148,产品B,200,4,800
119152377,2011-9-4 0:01,102369,产品A,100,4,400
119152378,2011-9-4 0:01,103142,产品D,300,4,1200
119152379,2011-9-4 0:01,103414,产品B,200,4,800
119152380,2011-9-4 0:01,104586,产品A,100,1,100
119152381,2011-9-4 0:01,105937,产品A,100,1,100
119152382,2011-9-4 0:01,106254,产品E,400,2,800
119152383,2011-9-4 0:01,107905,产品B,200,5,1000
119152384,2011-9-4 0:01,109288,产品D,300,5,1500
119152385,2011-9-4 0:01,109288,产品D,300,5,1500
119152386,2011-9-4 0:01,109872,产品B,200,1,200
119152387,2011-9-4 0:01,110328,产品A,100,1,100
119152388,2011-9-4 0:01,112616,产品B,200,1,200
119152389,2011-9-4 0:01,115207,产品A,100,2,200
119152390,2011-9-4 0:01,118540,产品A,100,2,200
119152391,2011-9-4 0:01,119205,产品A,100,2,200
119152392,2011-9-4 0:01,120679,产品A,100,9,900
119152393,2011-9-4 0:01,121321,产品A,100,8,800
119152394,2011-9-4 0:01,122825,产品A,100,4,400
119152395,2011-9-4 0:01,123075,产品B,200,7,1400
119152396,2011-9-4 0:01,126070,产品B,200,1,200
119152397,2011-9-4 0:01,126651,产品A,100,3,300
119152398,2011-9-4 0:01,129032,产品B,200,8,1600
119152399,2011-9-4 0:01,129873,产品A,100,6,600
119152400,2011-9-4 0:01,131597,产品A,100,5,500
119152401,2011-9-4 0:01,134246,产品E,400,5,2000
119152402,2011-9-4 0:01,135190,产品A,100,10,1000
119152403,2011-9-4 0:01,135532,产品A,100,2,200
119152404,2011-9-4 0:01,136071,产品A,100,4,400
119152405,2011-9-4 0:01,136255,产品C,280,3,840
119152406,2011-9-4 0:01,137201,产品D,300,10,3000
119152407,2011-9-4 0:01,142525,产品D,300,8,2400
119152408,2011-9-4 0:01,142525,产品D,300,9,2700
119152409,2011-9-4 0:01,144167,产品A,100,3,300
119152410,2011-9-4 0:01,144782,产品A,100,10,1000
119152411,2011-9-4 0:01,148730,产品A,100,1,100
119152412,2011-9-4 0:01,148973,产品E,400,10,4000
119152413,2011-9-4 0:01,149118,产品A,100,1,100
119152414,2011-9-4 0:01,149363,产品D,300,10,3000
119152415,2011-9-4 0:01,149373,产品D,300,1,300
119152416,2011-9-4 0:01,150810,产品B,200,1,200
119152417,2011-9-4 0:01,151006,产品D,300,1,300
119152418,2011-9-4 0:01,151006,产品D,300,4,1200
119152419,2011-9-4 0:01,151006,产品D,300,7,2100
119152420,2011-9-4 0:01,151006,产品D,300,7,2100
119152421,2011-9-4 0:01,151262,产品A,100,2,200
119152422,2011-9-4 0:01,152166,产品F,500,7,3500
119152423,2011-9-4 0:01,152282,产品A,100,9,900
119152424,2011-9-4 0:01,153506,产品D,300,3,900
119152425,2011-9-4 0:01,154401,产品A,100,7,700
119152426,2011-9-4 0:01,154924,产品D,300,3,900
119152427,2011-9-4 0:01,160577,产品D,300,2,600
119152428,2011-9-4 0:01,160577,产品D,300,6,1800
119152429,2011-9-4 0:01,163340,产品D,300,1,300
119152430,2011-9-4 0:01,163565,产品A,100,10,1000
119152431,2011-9-4 0:01,164984,产品A,100,8,800
119152432,2011-9-4 0:01,165130,产品D,300,4,1200
119152433,2011-9-4 0:01,166481,产品A,100,1,100
119152434,2011-9-4 0:01,167059,产品A,100,4,400
119152435,2011-9-4 0:01,167534,产品D,300,4,1200
119152436,2011-9-4 0:01,167699,产品B,200,1,200
119152437,2011-9-4 0:01,167916,产品A,100,5,500
119152438,2011-9-4 0:01,170005,产品D,300,8,2400
119152439,2011-9-4 0:01,173218,产品A,100,8,800
119152440,2011-9-4 0:01,174577,产品A,100,8,800
119152441,2011-9-4 0:01,176443,产品A,100,1,100
119152442,2011-9-4 0:01,181684,产品B,200,6,1200
119152443,2011-9-4 0:01,185409,产品A,100,3,300
119152444,2011-9-4 0:01,188978,产品B,200,10,2000
119152445,2011-9-4 0:01,190112,产品D,300,6,1800
119152446,2011-9-4 0:01,190375,产品A,100,1,100
119152447,2011-9-4 0:01,192756,产品A,100,7,700
119152448,2011-9-4 0:01,194046,产品A,100,8,800
119152449,2011-9-4 0:01,194631,产品C,280,6,1680
119152450,2011-9-4 0:01,195567,产品D,300,3,900
119152451,2011-9-4 0:01,197423,产品A,100,7,700
119152452,2011-9-4 0:01,197743,产品D,300,10,3000
119152453,2011-9-4 0:01,199800,产品D,300,2,600
119152454,2011-9-4 0:02,100614,产品D,300,9,2700
119152455,2011-9-4 0:02,101790,产品A,100,1,100
119152456,2011-9-4 0:02,102644,产品B,200,1,200
119152457,2011-9-4 0:02,102644,产品B,200,10,2000
119152458,2011-9-4 0:02,107333,产品A,100,2,200
119152459,2011-9-4 0:02,107490,产品D,300,2,600
119152460,2011-9-4 0:02,109138,产品C,280,7,1960
119152461,2011-9-4 0:02,110010,产品D,300,7,2100
119152462,2011-9-4 0:02,110915,产品D,300,1,300
119152463,2011-9-4 0:02,111616,产品A,100,5,500
119152464,2011-9-4 0:02,112616,产品B,200,7,1400
119152465,2011-9-4 0:02,113869,产品D,300,8,2400
119152466,2011-9-4 0:02,114964,产品A,100,5,500
119152467,2011-9-4 0:02,115289,产品A,100,3,300
119152468,2011-9-4 0:02,119824,产品A,100,3,300
119152469,2011-9-4 0:02,124092,产品A,100,8,800
119152470,2011-9-4 0:02,125506,产品B,200,3,600
119152471,2011-9-4 0:02,126283,产品A,100,1,100
119152472,2011-9-4 0:02,128373,产品A,100,3,300
119152473,2011-9-4 0:02,128564,产品D,300,1,300
119152474,2011-9-4 0:02,131374,产品D,300,5,1500
119152475,2011-9-4 0:02,133683,产品A,100,10,1000
119152476,2011-9-4 0:02,134246,产品E,400,1,400
119152477,2011-9-4 0:02,134252,产品A,100,5,500
119152478,2011-9-4 0:02,134252,产品A,100,5,500
119152479,2011-9-4 0:02,135162,产品A,100,2,200
119152480,2011-9-4 0:02,135425,产品A,100,4,400
119152481,2011-9-4 0:02,135425,产品A,100,10,1000
119152482,2011-9-4 0:02,135574,产品D,300,2,600
119152483,2011-9-4 0:02,136071,产品A,100,8,800
119152484,2011-9-4 0:02,136481,产品C,280,5,1400
119152485,2011-9-4 0:02,137538,产品D,300,3,900
119152486,2011-9-4 0:02,138158,产品D,300,7,2100
119152487,2011-9-4 0:02,138554,产品A,100,7,700
119152488,2011-9-4 0:02,138796,产品D,300,2,600
119152489,2011-9-4 0:02,140162,产品D,300,10,3000
119152490,2011-9-4 0:02,141744,产品D,300,7,2100
119152491,2011-9-4 0:02,149499,产品D,300,8,2400
119152492,2011-9-4 0:02,151006,产品D,300,6,1800
119152493,2011-9-4 0:02,151006,产品D,300,5,1500
119152494,2011-9-4 0:02,151097,产品A,100,8,800
119152495,2011-9-4 0:02,151836,产品D,300,6,1800
119152496,2011-9-4 0:02,153921,产品D,300,9,2700
119152497,2011-9-4 0:02,154304,产品B,200,4,800
119152498,2011-9-4 0:02,156727,产品A,100,8,800
119152499,2011-9-4 0:02,160795,产品D,300,2,600
119152500,2011-9-4 0:02,160961,产品D,300,6,1800
119152501,2011-9-4 0:02,161215,产品B,200,1,200
119152502,2011-9-4 0:02,161806,产品A,100,10,1000
119152503,2011-9-4 0:02,163408,产品D,300,8,2400
119152504,2011-9-4 0:02,164984,产品A,100,4,400
119152505,2011-9-4 0:02,165130,产品D,300,10,3000
119152506,2011-9-4 0:02,165391,产品D,300,5,1500
119152507,2011-9-4 0:02,166261,产品A,100,3,300
119152508,2011-9-4 0:02,170224,产品B,200,8,1600
119152509,2011-9-4 0:02,170925,产品A,100,2,200
119152510,2011-9-4 0:02,171913,产品D,300,1,300
119152511,2011-9-4 0:02,174068,产品A,100,1,100
119152512,2011-9-4 0:02,174586,产品D,300,7,2100
119152513,2011-9-4 0:02,175199,产品D,300,7,2100
119152514,2011-9-4 0:02,176443,产品A,100,5,500
119152515,2011-9-4 0:02,177626,产品A,100,3,300
119152516,2011-9-4 0:02,179528,产品A,100,6,600
119152517,2011-9-4 0:02,181214,产品E,400,2,800
119152518,2011-9-4 0:02,181337,产品A,100,5,500
119152519,2011-9-4 0:02,181368,产品A,100,5,500
119152520,2011-9-4 0:02,182995,产品B,200,1,200
119152521,2011-9-4 0:02,188069,产品A,100,5,500
119152522,2011-9-4 0:02,189455,产品A,100,3,300
119152523,2011-9-4 0:02,190375,产品A,100,6,600
119152524,2011-9-4 0:02,190690,产品A,100,4,400
119152525,2011-9-4 0:02,191112,产品E,400,10,4000
119152526,2011-9-4 0:02,191305,产品B,200,3,600
119152527,2011-9-4 0:02,192512,产品A,100,6,600
119152528,2011-9-4 0:02,194373,产品B,200,3,600
119152529,2011-9-4 0:02,197326,产品B,200,3,600
119152530,2011-9-4 0:02,197869,产品A,100,10,1000
119152531,2011-9-4 0:02,198123,产品B,200,4,800
119152532,2011-9-4 0:02,198123,产品B,200,5,1000
119152533,2011-9-4 0:02,198123,产品B,200,5,1000
119152534,2011-9-4 0:02,198520,产品A,100,5,500
119152535,2011-9-4 0:02,199673,产品D,300,10,3000
119152536,2011-9-4 0:02,199918,产品D,300,1,300
119152537,2011-9-4 0:02,199920,产品D,300,3,900
119152538,2011-9-4 0:03,100443,产品D,300,5,1500
119152539,2011-9-4 0:03,102657,产品D,300,6,1800
119152540,2011-9-4 0:03,104732,产品D,300,6,1800
119152541,2011-9-4 0:03,105151,产品A,100,9,900
119152542,2011-9-4 0:03,106254,产品E,400,3,1200
119152543,2011-9-4 0:03,106292,产品A,100,1,100
119152544,2011-9-4 0:03,107745,产品A,100,6,600
119152545,2011-9-4 0:03,107968,产品D,300,4,1200
119152546,2011-9-4 0:03,107968,产品D,300,3,900
119152547,2011-9-4 0:03,110010,产品D,300,8,2400
119152548,2011-9-4 0:03,114964,产品A,100,7,700
119152549,2011-9-4 0:03,116158,产品A,100,9,900
119152550,2011-9-4 0:03,117726,产品A,100,5,500
119152551,2011-9-4 0:03,119609,产品B,200,4,800
119152552,2011-9-4 0:03,120736,产品A,100,1,100
119152553,2011-9-4 0:03,120773,产品D,300,1,300
119152554,2011-9-4 0:03,121358,产品A,100,2,200
119152555,2011-9-4 0:03,123598,产品A,100,6,600
119152556,2011-9-4 0:03,124940,产品A,100,1,100
119152557,2011-9-4 0:03,125015,产品A,100,2,200
119152558,2011-9-4 0:03,125015,产品A,100,1,100
119152559,2011-9-4 0:03,130219,产品A,100,2,200
119152560,2011-9-4 0:03,130378,产品B,200,4,800
119152561,2011-9-4 0:03,131261,产品D,300,7,2100
119152562,2011-9-4 0:03,132590,产品A,100,4,400
119152563,2011-9-4 0:03,132590,产品A,100,10,1000
119152564,2011-9-4 0:03,133860,产品A,100,1,100
119152565,2011-9-4 0:03,135532,产品A,100,1,100
119152566,2011-9-4 0:03,135532,产品A,100,1,100
119152567,2011-9-4 0:03,138174,产品D,300,1,300
119152568,2011-9-4 0:03,140042,产品D,300,7,2100
119152569,2011-9-4 0:03,141481,产品D,300,5,1500
119152570,2011-9-4 0:03,142939,产品A,100,5,500
119152571,2011-9-4 0:03,144262,产品A,100,7,700
119152572,2011-9-4 0:03,144458,产品C,280,4,1120
119152573,2011-9-4 0:03,146574,产品D,300,6,1800
119152574,2011-9-4 0:03,149118,产品A,100,5,500
119152575,2011-9-4 0:03,150403,产品D,300,2,600
119152576,2011-9-4 0:03,151963,产品D,300,2,600
119152577,2011-9-4 0:03,151997,产品A,100,9,900
119152578,2011-9-4 0:03,152491,产品A,100,3,300
119152579,2011-9-4 0:03,153004,产品D,300,2,600
119152580,2011-9-4 0:03,154304,产品B,200,10,2000
119152581,2011-9-4 0:03,158433,产品D,300,2,600
119152582,2011-9-4 0:03,159146,产品A,100,1,100
119152583,2011-9-4 0:03,160957,产品A,100,7,700
119152584,2011-9-4 0:03,161355,产品A,100,10,1000
119152585,2011-9-4 0:03,161806,产品A,100,9,900
119152586,2011-9-4 0:03,161806,产品A,100,8,800
119152587,2011-9-4 0:03,162713,产品E,400,4,1600
119152588,2011-9-4 0:03,162831,产品A,100,8,800
119152589,2011-9-4 0:03,163408,产品D,300,2,600
119152590,2011-9-4 0:03,163408,产品D,300,7,2100
119152591,2011-9-4 0:03,163408,产品D,300,3,900
119152592,2011-9-4 0:03,165890,产品A,100,5,500
119152593,2011-9-4 0:03,168754,产品D,300,10,3000
119152594,2011-9-4 0:03,170279,产品D,300,2,600
119152595,2011-9-4 0:03,170925,产品A,100,10,1000
119152596,2011-9-4 0:03,171218,产品A,100,10,1000
119152597,2011-9-4 0:03,172115,产品A,100,6,600
119152598,2011-9-4 0:03,172176,产品E,400,5,2000
119152599,2011-9-4 0:03,172541,产品D,300,6,1800
119152600,2011-9-4 0:03,173237,产品A,100,3,300
119152601,2011-9-4 0:03,178174,产品A,100,5,500
119152602,2011-9-4 0:03,178450,产品A,100,8,800
119152603,2011-9-4 0:03,179185,产品D,300,4,1200
119152604,2011-9-4 0:03,179916,产品D,300,5,1500
119152605,2011-9-4 0:03,183930,产品A,100,4,400
119152606,2011-9-4 0:03,184073,产品D,300,10,3000
119152607,2011-9-4 0:03,189444,产品D,300,2,600
119152608,2011-9-4 0:03,192044,产品A,100,6,600
119152609,2011-9-4 0:03,193806,产品D,300,7,2100
119152610,2011-9-4 0:03,197213,产品A,100,9,900
119152611,2011-9-4 0:03,197743,产品D,300,8,2400
119152612,2011-9-4 0:03,197956,产品A,100,9,900
119152613,2011-9-4 0:03,198123,产品B,200,6,1200
119152614,2011-9-4 0:03,198123,产品B,200,2,400
119152615,2011-9-4 0:03,199329,产品D,300,5,1500
119152616,2011-9-4 0:03,199800,产品D,300,7,2100
119152617,2011-9-4 0:03,199800,产品D,300,7,2100
119152618,2011-9-4 0:03,199920,产品D,300,1,300
119152619,2011-9-4 0:04,102112,产品A,100,2,200
119152620,2011-9-4 0:04,102770,产品E,400,1,400
119152621,2011-9-4 0:04,104554,产品A,100,4,400
119152622,2011-9-4 0:04,105491,产品A,100,2,200
119152623,2011-9-4 0:04,106254,产品E,400,1,400
119152624,2011-9-4 0:04,106254,产品E,400,4,1600
119152625,2011-9-4 0:04,106930,产品B,200,2,400
119152626,2011-9-4 0:04,109138,产品C,280,6,1680
119152627,2011-9-4 0:04,110639,产品B,200,3,600
119152628,2011-9-4 0:04,112616,产品B,200,5,1000
119152629,2011-9-4 0:04,114321,产品A,100,10,1000
119152630,2011-9-4 0:04,115314,产品D,300,9,2700
119152631,2011-9-4 0:04,115591,产品A,100,4,400
119152632,2011-9-4 0:04,117726,产品A,100,8,800
119152633,2011-9-4 0:04,120800,产品A,100,4,400
119152634,2011-9-4 0:04,120800,产品A,100,7,700
119152635,2011-9-4 0:04,121102,产品A,100,7,700
119152636,2011-9-4 0:04,122161,产品A,100,8,800
119152637,2011-9-4 0:04,125567,产品B,200,2,400
119152638,2011-9-4 0:04,127246,产品A,100,10,1000
119152639,2011-9-4 0:04,128858,产品A,100,7,700
119152640,2011-9-4 0:04,129873,产品A,100,3,300
119152641,2011-9-4 0:04,129940,产品A,100,8,800
119152642,2011-9-4 0:04,130190,产品A,100,1,100
119152643,2011-9-4 0:04,131236,产品D,300,5,1500
119152644,2011-9-4 0:04,132590,产品A,100,4,400
119152645,2011-9-4 0:04,134246,产品E,400,6,2400
119152646,2011-9-4 0:04,135574,产品D,300,10,3000
119152647,2011-9-4 0:04,137101,产品A,100,4,400
119152648,2011-9-4 0:04,138429,产品F,500,5,2500
119152649,2011-9-4 0:04,139467,产品D,300,5,1500
119152650,2011-9-4 0:04,140101,产品B,200,5,1000
119152651,2011-9-4 0:04,141026,产品D,300,8,2400
119152652,2011-9-4 0:04,142128,产品A,100,1,100
119152653,2011-9-4 0:04,142525,产品D,300,10,3000
119152654,2011-9-4 0:04,144262,产品A,100,2,200
119152655,2011-9-4 0:04,145351,产品A,100,2,200
119152656,2011-9-4 0:04,148820,产品A,100,5,500
119152657,2011-9-4 0:04,148820,产品A,100,10,1000
119152658,2011-9-4 0:04,150831,产品A,100,4,400
119152659,2011-9-4 0:04,151383,产品D,300,6,1800
119152660,2011-9-4 0:04,151963,产品D,300,7,2100
119152661,2011-9-4 0:04,153335,产品E,400,7,2800
119152662,2011-9-4 0:04,153860,产品E,400,10,4000
119152663,2011-9-4 0:04,159961,产品A,100,10,1000
119152664,2011-9-4 0:04,160865,产品A,100,8,800
119152665,2011-9-4 0:04,161053,产品A,100,4,400
119152666,2011-9-4 0:04,162182,产品D,300,3,900
119152667,2011-9-4 0:04,163860,产品D,300,9,2700
119152668,2011-9-4 0:04,166992,产品D,300,7,2100
119152669,2011-9-4 0:04,166992,产品D,300,2,600
119152670,2011-9-4 0:04,167287,产品D,300,10,3000
119152671,2011-9-4 0:04,170005,产品D,300,7,2100
119152672,2011-9-4 0:04,171094,产品A,100,7,700
119152673,2011-9-4 0:04,171577,产品B,200,1,200
119152674,2011-9-4 0:04,172115,产品A,100,7,700
119152675,2011-9-4 0:04,175589,产品A,100,6,600
119152676,2011-9-4 0:04,181759,产品C,280,4,1120
119152677,2011-9-4 0:04,183436,产品D,300,6,1800
119152678,2011-9-4 0:04,184283,产品A,100,5,500
119152679,2011-9-4 0:04,184314,产品D,300,6,1800
119152680,2011-9-4 0:04,187796,产品A,100,2,200
119152681,2011-9-4 0:04,190541,产品A,100,7,700
119152682,2011-9-4 0:04,190753,产品A,100,10,1000
119152683,2011-9-4 0:04,192044,产品A,100,4,400
119152684,2011-9-4 0:04,194424,产品A,100,3,300
119152685,2011-9-4 0:04,195559,产品B,200,3,600
119152686,2011-9-4 0:04,197902,产品D,300,8,2400
119152687,2011-9-4 0:04,198123,产品B,200,1,200
119152688,2011-9-4 0:04,198123,产品B,200,9,1800
119152689,2011-9-4 0:04,198123,产品B,200,1,200
119152690,2011-9-4 0:04,198123,产品B,200,2,400
119152691,2011-9-4 0:04,199717,产品B,200,3,600
119152692,2011-9-4 0:04,199811,产品A,100,4,400
119152693,2011-9-4 0:04,199918,产品D,300,4,1200
119152694,2011-9-4 0:05,100656,产品A,100,8,800
119152695,2011-9-4 0:05,101790,产品A,100,7,700
119152696,2011-9-4 0:05,102644,产品B,200,5,1000
119152697,2011-9-4 0:05,102765,产品B,200,7,1400
119152698,2011-9-4 0:05,104685,产品D,300,8,2400
119152699,2011-9-4 0:05,104698,产品E,400,1,400
119152700,2011-9-4 0:05,105937,产品A,100,10,1000
119152701,2011-9-4 0:05,105937,产品A,100,4,400
119152702,2011-9-4 0:05,106930,产品B,200,6,1200
119152703,2011-9-4 0:05,107116,产品D,300,6,1800
119152704,2011-9-4 0:05,108948,产品A,100,10,1000
119152705,2011-9-4 0:05,109291,产品D,300,9,2700
119152706,2011-9-4 0:05,110010,产品D,300,10,3000
119152707,2011-9-4 0:05,110328,产品A,100,5,500
119152708,2011-9-4 0:05,110450,产品B,200,1,200
119152709,2011-9-4 0:05,111231,产品A,100,10,1000
119152710,2011-9-4 0:05,111874,产品A,100,7,700
119152711,2011-9-4 0:05,114490,产品E,400,10,4000
119152712,2011-9-4 0:05,115122,产品A,100,8,800
119152713,2011-9-4 0:05,116167,产品D,300,9,2700
119152714,2011-9-4 0:05,116999,产品B,200,3,600
119152715,2011-9-4 0:05,116999,产品B,200,6,1200
119152716,2011-9-4 0:05,117726,产品A,100,5,500
119152717,2011-9-4 0:05,119666,产品A,100,4,400
119152718,2011-9-4 0:05,119824,产品A,100,4,400
119152719,2011-9-4 0:05,121756,产品D,300,7,2100
119152720,2011-9-4 0:05,121850,产品C,280,4,1120
119152721,2011-9-4 0:05,122143,产品A,100,7,700
119152722,2011-9-4 0:05,122524,产品A,100,7,700
119152723,2011-9-4 0:05,123547,产品A,100,8,800
119152724,2011-9-4 0:05,123685,产品D,300,1,300
119152725,2011-9-4 0:05,124146,产品A,100,10,1000
119152726,2011-9-4 0:05,125015,产品A,100,4,400
119152727,2011-9-4 0:05,125506,产品B,200,2,400
119152728,2011-9-4 0:05,129940,产品A,100,1,100
119152729,2011-9-4 0:05,131545,产品A,100,9,900
119152730,2011-9-4 0:05,133304,产品A,100,4,400
119152731,2011-9-4 0:05,134246,产品E,400,1,400
119152732,2011-9-4 0:05,134953,产品A,100,8,800
119152733,2011-9-4 0:05,136490,产品B,200,3,600
119152734,2011-9-4 0:05,137060,产品A,100,3,300
119152735,2011-9-4 0:05,137538,产品D,300,7,2100
119152736,2011-9-4 0:05,137833,产品D,300,8,2400
119152737,2011-9-4 0:05,138158,产品D,300,4,1200
119152738,2011-9-4 0:05,138915,产品B,200,5,1000
119152739,2011-9-4 0:05,142525,产品D,300,10,3000
119152740,2011-9-4 0:05,142525,产品D,300,6,1800
119152741,2011-9-4 0:05,142525,产品D,300,4,1200
119152742,2011-9-4 0:05,142939,产品A,100,8,800
119152743,2011-9-4 0:05,143567,产品A,100,2,200
119152744,2011-9-4 0:05,143963,产品A,100,8,800
119152745,2011-9-4 0:05,144680,产品A,100,8,800
119152746,2011-9-4 0:05,144970,产品A,100,10,1000
119152747,2011-9-4 0:05,144987,产品A,100,10,1000
119152748,2011-9-4 0:05,149036,产品E,400,8,3200
119152749,2011-9-4 0:05,149499,产品D,300,8,2400
119152750,2011-9-4 0:05,149947,产品A,100,7,700
119152751,2011-9-4 0:05,151900,产品A,100,9,900
119152752,2011-9-4 0:05,152339,产品D,300,8,2400
119152753,2011-9-4 0:05,153955,产品A,100,7,700
119152754,2011-9-4 0:05,153955,产品A,100,4,400
119152755,2011-9-4 0:05,156727,产品A,100,3,300
119152756,2011-9-4 0:05,156902,产品A,100,6,600
119152757,2011-9-4 0:05,157072,产品B,200,8,1600
119152758,2011-9-4 0:05,157885,产品A,100,5,500
119152759,2011-9-4 0:05,159489,产品D,300,4,1200
119152760,2011-9-4 0:05,161641,产品A,100,5,500
119152761,2011-9-4 0:05,162456,产品D,300,10,3000
119152762,2011-9-4 0:05,164668,产品D,300,4,1200
119152763,2011-9-4 0:05,166992,产品D,300,1,300
119152764,2011-9-4 0:05,167280,产品A,100,6,600
119152765,2011-9-4 0:05,169229,产品A,100,8,800
119152766,2011-9-4 0:05,170586,产品A,100,3,300
119152767,2011-9-4 0:05,171170,产品A,100,6,600
119152768,2011-9-4 0:05,171841,产品A,100,9,900
119152769,2011-9-4 0:05,172541,产品D,300,7,2100
119152770,2011-9-4 0:05,172923,产品A,100,1,100
119152771,2011-9-4 0:05,173195,产品D,300,10,3000
119152772,2011-9-4 0:05,178465,产品B,200,2,400
119152773,2011-9-4 0:05,179788,产品B,200,9,1800
119152774,2011-9-4 0:05,179916,产品D,300,6,1800
119152775,2011-9-4 0:05,181315,产品A,100,9,900
119152776,2011-9-4 0:05,182979,产品A,100,6,600
119152777,2011-9-4 0:05,183792,产品D,300,8,2400
119152778,2011-9-4 0:05,185762,产品A,100,8,800
119152779,2011-9-4 0:05,185762,产品A,100,6,600
119152780,2011-9-4 0:05,187223,产品B,200,5,1000
119152781,2011-9-4 0:05,187246,产品B,200,2,400
119152782,2011-9-4 0:05,191423,产品A,100,3,300
119152783,2011-9-4 0:05,192689,产品A,100,4,400
119152784,2011-9-4 0:05,192761,产品D,300,9,2700
119152785,2011-9-4 0:05,194424,产品A,100,6,600
119152786,2011-9-4 0:05,195559,产品B,200,4,800
119152787,2011-9-4 0:05,197852,产品A,100,6,600
119152788,2011-9-4 0:05,198102,产品A,100,8,800
119152789,2011-9-4 0:05,198123,产品B,200,10,2000
119152790,2011-9-4 0:05,199007,产品D,300,6,1800
119152791,2011-9-4 0:05,199949,产品D,300,3,900
119152792,2011-9-4 0:06,100031,产品B,200,7,1400
119152793,2011-9-4 0:06,101659,产品A,100,4,400
119152794,2011-9-4 0:06,102136,产品A,100,10,1000
119152795,2011-9-4 0:06,103277,产品A,100,1,100
119152796,2011-9-4 0:06,103437,产品D,300,4,1200
119152797,2011-9-4 0:06,104224,产品D,300,3,900
119152798,2011-9-4 0:06,104554,产品A,100,7,700
119152799,2011-9-4 0:06,104732,产品D,300,3,900
