订单编号,订购日期,用户ID,产品,单价(元),数量,订购金额
119228927,2011-9-5 0:05,172755,产品A,100,6,600
119228928,2011-9-5 0:05,174292,产品A,100,6,600
119228929,2011-9-5 0:05,175843,产品D,300,8,2400
119228930,2011-9-5 0:05,181670,产品A,100,5,500
119228931,2011-9-5 0:05,193738,产品A,100,7,700
119228932,2011-9-5 0:06,105236,产品E,400,9,3600
119228933,2011-9-5 0:06,108285,产品B,200,8,1600
119228934,2011-9-5 0:06,109202,产品A,100,4,400
119228935,2011-9-5 0:06,110393,产品A,100,2,200
119228936,2011-9-5 0:06,119243,产品A,100,1,100
119228937,2011-9-5 0:06,126900,产品D,300,3,900
119228938,2011-9-5 0:06,127375,产品D,300,4,1200
119228939,2011-9-5 0:06,149841,产品B,200,9,1800
119228940,2011-9-5 0:06,154234,产品B,200,4,800
119228941,2011-9-5 0:06,168272,产品A,100,2,200
119228942,2011-9-5 0:06,173477,产品D,300,4,1200
119228943,2011-9-5 0:06,178192,产品D,300,2,600
119228944,2011-9-5 0:07,108285,产品B,200,9,1800
119228945,2011-9-5 0:07,114553,产品A,100,10,1000
119228946,2011-9-5 0:07,127642,产品A,100,8,800
119228947,2011-9-5 0:07,151384,产品A,100,3,300
119228948,2011-9-5 0:07,151384,产品A,100,6,600
119228949,2011-9-5 0:07,170571,产品B,200,7,1400
119228950,2011-9-5 0:07,173807,产品D,300,2,600
119228951,2011-9-5 0:08,110595,产品D,300,3,900
119228952,2011-9-5 0:08,111489,产品A,100,8,800
119228953,2011-9-5 0:08,126117,产品D,300,8,2400
119228954,2011-9-5 0:08,136206,产品B,200,10,2000
119228955,2011-9-5 0:08,138322,产品D,300,1,300
119228956,2011-9-5 0:08,165571,产品A,100,10,1000
119228957,2011-9-5 0:08,187971,产品D,300,9,2700
119228958,2011-9-5 0:08,195927,产品C,280,6,1680
119228959,2011-9-5 0:09,111440,产品A,100,10,1000
119228960,2011-9-5 0:09,132253,产品D,300,4,1200
119228961,2011-9-5 0:09,139884,产品A,100,7,700
119228962,2011-9-5 0:09,144980,产品A,100,1,100
119228963,2011-9-5 0:09,149488,产品D,300,7,2100
119228964,2011-9-5 0:09,149841,产品B,200,1,200
119228965,2011-9-5 0:09,181670,产品A,100,1,100
119228966,2011-9-5 0:09,193881,产品A,100,4,400
119228967,2011-9-5 0:10,107527,产品D,300,8,2400
119228968,2011-9-5 0:10,127639,产品D,300,5,1500
119228969,2011-9-5 0:10,131462,产品A,100,4,400
119228970,2011-9-5 0:10,133194,产品D,300,7,2100
119228971,2011-9-5 0:10,149841,产品B,200,2,400
119228972,2011-9-5 0:10,152023,产品B,200,5,1000
119228973,2011-9-5 0:10,180820,产品A,100,4,400
119228974,2011-9-5 0:10,192096,产品A,100,7,700
119228975,2011-9-5 0:11,112329,产品A,100,7,700
119228976,2011-9-5 0:11,118006,产品A,100,6,600
119228977,2011-9-5 0:11,125091,产品A,100,4,400
119228978,2011-9-5 0:11,149841,产品B,200,9,1800
119228979,2011-9-5 0:11,152023,产品B,200,6,1200
119228980,2011-9-5 0:11,167273,产品A,100,2,200
119228981,2011-9-5 0:11,191402,产品B,200,8,1600
119228982,2011-9-5 0:11,197966,产品D,300,7,2100
119228983,2011-9-5 0:12,107291,产品A,100,10,1000
119228984,2011-9-5 0:12,137081,产品A,100,9,900
119228985,2011-9-5 0:12,170225,产品A,100,3,300
119228986,2011-9-5 0:12,179453,产品D,300,2,600
119228987,2011-9-5 0:12,187971,产品D,300,10,3000
119228988,2011-9-5 0:12,194069,产品A,100,5,500
119228989,2011-9-5 0:13,102565,产品D,300,4,1200
119228990,2011-9-5 0:13,110393,产品A,100,5,500
119228991,2011-9-5 0:13,119996,产品D,300,1,300
119228992,2011-9-5 0:13,133258,产品A,100,8,800
119228993,2011-9-5 0:13,133611,产品D,300,5,1500
119228994,2011-9-5 0:13,134211,产品D,300,10,3000
119228995,2011-9-5 0:13,146460,产品D,300,6,1800
119228996,2011-9-5 0:13,154330,产品B,200,4,800
119228997,2011-9-5 0:13,181473,产品D,300,7,2100
119228998,2011-9-5 0:13,187349,产品B,200,6,1200
119228999,2011-9-5 0:14,114474,产品A,100,8,800
119229000,2011-9-5 0:14,115308,产品A,100,8,800
119229001,2011-9-5 0:14,127254,产品A,100,6,600
119229002,2011-9-5 0:14,157996,产品A,100,10,1000
119229003,2011-9-5 0:14,160167,产品D,300,10,3000
119229004,2011-9-5 0:14,177735,产品B,200,9,1800
119229005,2011-9-5 0:14,177735,产品B,200,6,1200
119229006,2011-9-5 0:14,179333,产品D,300,4,1200
119229007,2011-9-5 0:14,184224,产品A,100,8,800
119229008,2011-9-5 0:14,191515,产品B,200,6,1200
119229009,2011-9-5 0:14,194887,产品D,300,9,2700
119229010,2011-9-5 0:14,198406,产品A,100,1,100
119229011,2011-9-5 0:15,115174,产品A,100,1,100
119229012,2011-9-5 0:15,139121,产品A,100,9,900
119229013,2011-9-5 0:15,149841,产品B,200,10,2000
119229014,2011-9-5 0:15,149841,产品B,200,8,1600
119229015,2011-9-5 0:15,165610,产品A,100,8,800
119229016,2011-9-5 0:15,166712,产品D,300,6,1800
119229017,2011-9-5 0:15,185836,产品E,400,10,4000
119229018,2011-9-5 0:15,196164,产品A,100,6,600
119229019,2011-9-5 0:16,104122,产品B,200,7,1400
119229020,2011-9-5 0:16,105711,产品D,300,4,1200
119229021,2011-9-5 0:16,109578,产品C,280,5,1400
119229022,2011-9-5 0:16,124626,产品D,300,2,600
119229023,2011-9-5 0:16,149151,产品A,100,9,900
119229024,2011-9-5 0:16,153871,产品D,300,7,2100
119229025,2011-9-5 0:16,178764,产品A,100,5,500
119229026,2011-9-5 0:17,100644,产品A,100,10,1000
119229027,2011-9-5 0:17,101675,产品E,400,10,4000
119229028,2011-9-5 0:17,106903,产品A,100,5,500
119229029,2011-9-5 0:17,149841,产品B,200,5,1000
119229030,2011-9-5 0:17,174129,产品B,200,1,200
119229031,2011-9-5 0:17,174211,产品D,300,10,3000
119229032,2011-9-5 0:17,179747,产品A,100,8,800
119229033,2011-9-5 0:17,192015,产品A,100,8,800
119229034,2011-9-5 0:17,192727,产品A,100,2,200
119229035,2011-9-5 0:18,105711,产品D,300,3,900
119229036,2011-9-5 0:18,112260,产品B,200,7,1400
119229037,2011-9-5 0:18,127937,产品A,100,5,500
119229038,2011-9-5 0:18,159794,产品C,280,4,1120
119229039,2011-9-5 0:18,163836,产品A,100,1,100
119229040,2011-9-5 0:18,167195,产品D,300,4,1200
119229041,2011-9-5 0:18,174211,产品D,300,2,600
119229042,2011-9-5 0:18,180820,产品B,200,4,800
119229043,2011-9-5 0:18,197966,产品D,300,7,2100
119229044,2011-9-5 0:19,111251,产品D,300,3,900
119229045,2011-9-5 0:19,155001,产品D,300,4,1200
119229046,2011-9-5 0:19,162106,产品D,300,8,2400
119229047,2011-9-5 0:19,172296,产品D,300,3,900
119229048,2011-9-5 0:19,172443,产品A,100,6,600
119229049,2011-9-5 0:19,180820,产品B,200,8,1600
119229050,2011-9-5 0:19,180970,产品A,100,9,900
119229051,2011-9-5 0:19,183098,产品D,300,4,1200
119229052,2011-9-5 0:19,193545,产品B,200,6,1200
119229053,2011-9-5 0:20,116358,产品A,100,7,700
119229054,2011-9-5 0:20,143306,产品A,100,7,700
119229055,2011-9-5 0:20,152483,产品A,100,8,800
119229056,2011-9-5 0:20,159709,产品A,100,9,900
119229057,2011-9-5 0:20,180820,产品B,200,10,2000
119229058,2011-9-5 0:20,180820,产品B,200,9,1800
119229059,2011-9-5 0:20,193818,产品A,100,8,800
119229060,2011-9-5 0:20,196562,产品D,300,8,2400
119229061,2011-9-5 0:21,102759,产品A,100,5,500
119229062,2011-9-5 0:21,131014,产品D,300,8,2400
119229063,2011-9-5 0:21,143699,产品A,100,1,100
119229064,2011-9-5 0:21,148987,产品A,100,9,900
119229065,2011-9-5 0:21,149841,产品B,200,5,1000
119229066,2011-9-5 0:21,160789,产品D,300,8,2400
119229067,2011-9-5 0:21,167177,产品B,200,3,600
119229068,2011-9-5 0:21,185321,产品D,300,8,2400
119229069,2011-9-5 0:22,112260,产品B,200,5,1000
119229070,2011-9-5 0:22,115094,产品A,100,4,400
119229071,2011-9-5 0:22,120738,产品A,100,6,600
119229072,2011-9-5 0:22,126208,产品B,200,2,400
119229073,2011-9-5 0:22,149841,产品B,200,5,1000
119229074,2011-9-5 0:22,153059,产品A,100,10,1000
119229075,2011-9-5 0:22,155940,产品D,300,4,1200
119229076,2011-9-5 0:22,182768,产品A,100,10,1000
119229077,2011-9-5 0:22,189295,产品A,100,3,300
119229078,2011-9-5 0:22,196562,产品D,300,8,2400
119229079,2011-9-5 0:23,102332,产品A,100,10,1000
119229080,2011-9-5 0:23,111701,产品D,300,2,600
119229081,2011-9-5 0:23,112838,产品D,300,7,2100
119229082,2011-9-5 0:23,116590,产品A,100,9,900
119229083,2011-9-5 0:23,126208,产品B,200,8,1600
119229084,2011-9-5 0:23,129063,产品A,100,4,400
119229085,2011-9-5 0:23,145799,产品A,100,4,400
119229086,2011-9-5 0:23,179846,产品D,300,1,300
119229087,2011-9-5 0:23,189467,产品B,200,5,1000
119229088,2011-9-5 0:24,112486,产品A,100,1,100
119229089,2011-9-5 0:24,136011,产品B,200,8,1600
119229090,2011-9-5 0:24,145451,产品A,100,7,700
119229091,2011-9-5 0:24,170203,产品A,100,3,300
119229092,2011-9-5 0:24,178449,产品D,300,4,1200
119229093,2011-9-5 0:24,186846,产品D,300,6,1800
119229094,2011-9-5 0:24,197703,产品A,100,1,100
119229095,2011-9-5 0:25,102469,产品D,300,9,2700
119229096,2011-9-5 0:25,125741,产品E,400,8,3200
119229097,2011-9-5 0:25,134841,产品D,300,7,2100
119229098,2011-9-5 0:25,135134,产品A,100,4,400
119229099,2011-9-5 0:25,143682,产品D,300,3,900
119229100,2011-9-5 0:25,169035,产品A,100,10,1000
119229101,2011-9-5 0:25,184846,产品C,280,1,280
119229102,2011-9-5 0:25,185931,产品A,100,9,900
119229103,2011-9-5 0:26,123158,产品B,200,3,600
119229104,2011-9-5 0:26,141709,产品A,100,9,900
119229105,2011-9-5 0:26,149841,产品B,200,3,600
119229106,2011-9-5 0:26,149841,产品B,200,6,1200
119229107,2011-9-5 0:26,157029,产品A,100,2,200
119229108,2011-9-5 0:26,165214,产品A,100,10,1000
119229109,2011-9-5 0:26,176929,产品A,100,1,100
119229110,2011-9-5 0:27,107593,产品D,300,10,3000
119229111,2011-9-5 0:27,117450,产品D,300,7,2100
119229112,2011-9-5 0:27,134609,产品D,300,5,1500
119229113,2011-9-5 0:27,147380,产品D,300,8,2400
119229114,2011-9-5 0:27,154391,产品A,100,10,1000
119229115,2011-9-5 0:27,162831,产品E,400,6,2400
119229116,2011-9-5 0:27,163906,产品B,200,2,400
119229117,2011-9-5 0:27,167273,产品D,300,3,900
119229118,2011-9-5 0:27,188791,产品A,100,3,300
119229119,2011-9-5 0:28,107028,产品B,200,1,200
119229120,2011-9-5 0:28,110418,产品A,100,7,700
119229121,2011-9-5 0:28,127371,产品D,300,10,3000
119229122,2011-9-5 0:28,166295,产品D,300,5,1500
119229123,2011-9-5 0:28,171952,产品D,300,3,900
119229124,2011-9-5 0:28,182171,产品A,100,7,700
119229125,2011-9-5 0:28,195436,产品A,100,9,900
119229126,2011-9-5 0:29,107347,产品A,100,2,200
119229127,2011-9-5 0:29,120784,产品D,300,6,1800
119229128,2011-9-5 0:29,138478,产品B,200,9,1800
119229129,2011-9-5 0:29,177169,产品A,100,1,100
119229130,2011-9-5 0:29,183904,产品A,100,5,500
119229131,2011-9-5 0:29,192825,产品D,300,7,2100
119229132,2011-9-5 0:29,197916,产品B,200,9,1800
119229133,2011-9-5 0:30,133903,产品A,100,6,600
119229134,2011-9-5 0:30,151021,产品D,300,9,2700
119229135,2011-9-5 0:30,152827,产品A,100,4,400
119229136,2011-9-5 0:30,171726,产品A,100,1,100
119229137,2011-9-5 0:30,175726,产品A,100,7,700
119229138,2011-9-5 0:30,177735,产品B,200,9,1800
119229139,2011-9-5 0:30,182171,产品A,100,4,400
119229140,2011-9-5 0:30,182171,产品A,100,6,600
119229141,2011-9-5 0:30,185441,产品D,300,7,2100
119229142,2011-9-5 0:31,105955,产品D,300,7,2100
119229143,2011-9-5 0:31,125980,产品A,100,10,1000
119229144,2011-9-5 0:31,152827,产品A,100,5,500
119229145,2011-9-5 0:31,155860,产品A,100,5,500
119229146,2011-9-5 0:31,165534,产品A,100,1,100
119229147,2011-9-5 0:31,182669,产品A,100,3,300
119229148,2011-9-5 0:31,185441,产品D,300,7,2100
119229149,2011-9-5 0:32,108521,产品E,400,9,3600
119229150,2011-9-5 0:32,112709,产品D,300,3,900
119229151,2011-9-5 0:32,114002,产品B,200,8,1600
119229152,2011-9-5 0:32,121972,产品B,200,9,1800
119229153,2011-9-5 0:32,123560,产品A,100,8,800
119229154,2011-9-5 0:32,146115,产品E,400,7,2800
119229155,2011-9-5 0:32,153352,产品A,100,8,800
119229156,2011-9-5 0:32,161898,产品B,200,6,1200
119229157,2011-9-5 0:33,105441,产品D,300,6,1800
119229158,2011-9-5 0:33,118632,产品D,300,3,900
119229159,2011-9-5 0:33,121208,产品B,200,4,800
119229160,2011-9-5 0:33,127410,产品A,100,6,600
119229161,2011-9-5 0:33,143329,产品A,100,3,300
119229162,2011-9-5 0:33,175726,产品A,100,2,200
119229163,2011-9-5 0:33,176592,产品A,100,7,700
119229164,2011-9-5 0:34,127597,产品C,280,7,1960
119229165,2011-9-5 0:34,138236,产品A,100,6,600
119229166,2011-9-5 0:34,154391,产品A,100,4,400
119229167,2011-9-5 0:34,160324,产品E,400,9,3600
119229168,2011-9-5 0:34,165157,产品D,300,8,2400
119229169,2011-9-5 0:34,170757,产品A,100,9,900
119229170,2011-9-5 0:34,182171,产品A,100,4,400
119229171,2011-9-5 0:34,182970,产品A,100,9,900
119229172,2011-9-5 0:35,111279,产品A,100,6,600
119229173,2011-9-5 0:35,169284,产品D,300,5,1500
119229174,2011-9-5 0:35,177234,产品D,300,10,3000
119229175,2011-9-5 0:35,182171,产品A,100,7,700
119229176,2011-9-5 0:35,182171,产品A,100,4,400
119229177,2011-9-5 0:35,182390,产品A,100,8,800
119229178,2011-9-5 0:35,188466,产品A,100,9,900
119229179,2011-9-5 0:35,193746,产品D,300,9,2700
119229180,2011-9-5 0:36,109826,产品A,100,6,600
119229181,2011-9-5 0:36,120515,产品A,100,9,900
119229182,2011-9-5 0:36,151652,产品B,200,2,400
119229183,2011-9-5 0:36,176788,产品A,100,7,700
119229184,2011-9-5 0:36,182171,产品A,100,9,900
119229185,2011-9-5 0:36,182171,产品A,100,5,500
119229186,2011-9-5 0:36,186146,产品A,100,1,100
119229187,2011-9-5 0:36,186787,产品C,280,6,1680
119229188,2011-9-5 0:37,110393,产品A,100,4,400
119229189,2011-9-5 0:37,127309,产品A,100,6,600
119229190,2011-9-5 0:37,168258,产品D,300,8,2400
119229191,2011-9-5 0:37,178133,产品D,300,8,2400
119229192,2011-9-5 0:37,178449,产品D,300,6,1800
119229193,2011-9-5 0:37,195994,产品A,100,1,100
119229194,2011-9-5 0:37,195994,产品A,100,10,1000
119229195,2011-9-5 0:38,101107,产品E,400,3,1200
119229196,2011-9-5 0:38,113162,产品B,200,6,1200
119229197,2011-9-5 0:38,120174,产品B,200,4,800
119229198,2011-9-5 0:38,127579,产品A,100,8,800
119229199,2011-9-5 0:38,143592,产品A,100,6,600
119229200,2011-9-5 0:38,173810,产品A,100,2,200
119229201,2011-9-5 0:38,194713,产品A,100,6,600
119229202,2011-9-5 0:38,194777,产品A,100,8,800
119229203,2011-9-5 0:39,111374,产品B,200,4,800
119229204,2011-9-5 0:39,124246,产品A,100,10,1000
119229205,2011-9-5 0:39,132400,产品E,400,2,800
119229206,2011-9-5 0:39,150072,产品D,300,10,3000
119229207,2011-9-5 0:39,151787,产品D,300,7,2100
119229208,2011-9-5 0:39,175726,产品A,100,7,700
119229209,2011-9-5 0:39,180503,产品D,300,5,1500
119229210,2011-9-5 0:39,182171,产品A,100,6,600
119229211,2011-9-5 0:39,189810,产品B,200,6,1200
119229212,2011-9-5 0:40,120174,产品B,200,3,600
119229213,2011-9-5 0:40,122013,产品D,300,2,600
119229214,2011-9-5 0:40,122013,产品D,300,5,1500
119229215,2011-9-5 0:40,153435,产品D,300,8,2400
119229216,2011-9-5 0:40,154668,产品A,100,10,1000
119229217,2011-9-5 0:40,161465,产品A,100,4,400
119229218,2011-9-5 0:40,164883,产品A,100,8,800
119229219,2011-9-5 0:40,175508,产品B,200,1,200
119229220,2011-9-5 0:41,154297,产品A,100,4,400
119229221,2011-9-5 0:41,169284,产品D,300,1,300
119229222,2011-9-5 0:41,173083,产品A,100,4,400
119229223,2011-9-5 0:41,182171,产品A,100,2,200
119229224,2011-9-5 0:41,182171,产品A,100,10,1000
119229225,2011-9-5 0:41,182171,产品A,100,4,400
119229226,2011-9-5 0:41,188037,产品D,300,2,600
119229227,2011-9-5 0:41,194777,产品A,100,10,1000
119229228,2011-9-5 0:42,111701,产品D,300,4,1200
119229229,2011-9-5 0:42,120459,产品A,100,5,500
119229230,2011-9-5 0:42,145082,产品B,200,9,1800
119229231,2011-9-5 0:42,146114,产品A,100,8,800
119229232,2011-9-5 0:42,149841,产品B,200,9,1800
119229233,2011-9-5 0:42,173810,产品A,100,7,700
119229234,2011-9-5 0:43,121608,产品B,200,5,1000
119229235,2011-9-5 0:43,131330,产品A,100,3,300
119229236,2011-9-5 0:43,146114,产品A,100,5,500
119229237,2011-9-5 0:43,149727,产品A,100,2,200
119229238,2011-9-5 0:43,172811,产品B,200,6,1200
119229239,2011-9-5 0:43,176592,产品B,200,10,2000
119229240,2011-9-5 0:43,177030,产品A,100,6,600
119229241,2011-9-5 0:44,120174,产品B,200,5,1000
119229242,2011-9-5 0:44,121415,产品A,100,8,800
119229243,2011-9-5 0:44,126689,产品D,300,9,2700
119229244,2011-9-5 0:44,152827,产品A,100,3,300
119229245,2011-9-5 0:44,171188,产品A,100,4,400
119229246,2011-9-5 0:44,175508,产品B,200,6,1200
119229247,2011-9-5 0:44,182934,产品A,100,8,800
119229248,2011-9-5 0:45,118931,产品D,300,8,2400
119229249,2011-9-5 0:45,177390,产品D,300,7,2100
119229250,2011-9-5 0:45,184724,产品D,300,8,2400
119229251,2011-9-5 0:45,186007,产品A,100,2,200
119229252,2011-9-5 0:45,190690,产品E,400,2,800
119229253,2011-9-5 0:46,101297,产品D,300,8,2400
119229254,2011-9-5 0:46,116634,产品D,300,7,2100
119229255,2011-9-5 0:46,120459,产品A,100,9,900
119229256,2011-9-5 0:46,132679,产品A,100,4,400
119229257,2011-9-5 0:46,149841,产品B,200,9,1800
119229258,2011-9-5 0:46,170890,产品D,300,8,2400
119229259,2011-9-5 0:46,191055,产品D,300,9,2700
119229260,2011-9-5 0:47,145191,产品A,100,5,500
119229261,2011-9-5 0:47,147119,产品A,100,6,600
119229262,2011-9-5 0:47,155622,产品D,300,2,600
119229263,2011-9-5 0:47,159061,产品D,300,5,1500
119229264,2011-9-5 0:47,197016,产品A,100,4,400
119229265,2011-9-5 0:48,138949,产品B,200,2,400
119229266,2011-9-5 0:48,142837,产品D,300,10,3000
119229267,2011-9-5 0:48,149841,产品B,200,7,1400
119229268,2011-9-5 0:48,162893,产品B,200,9,1800
119229269,2011-9-5 0:48,186637,产品B,200,9,1800
119229270,2011-9-5 0:48,193616,产品D,300,2,600
119229271,2011-9-5 0:48,193776,产品D,300,1,300
119229272,2011-9-5 0:49,101900,产品D,300,1,300
119229273,2011-9-5 0:49,111701,产品D,300,3,900
119229274,2011-9-5 0:49,144622,产品A,100,5,500
119229275,2011-9-5 0:49,155893,产品D,300,5,1500
119229276,2011-9-5 0:49,159061,产品D,300,5,1500
119229277,2011-9-5 0:49,161651,产品A,100,10,1000
119229278,2011-9-5 0:49,175281,产品A,100,8,800
119229279,2011-9-5 0:49,178334,产品A,100,8,800
119229280,2011-9-5 0:50,100883,产品A,100,1,100
119229281,2011-9-5 0:50,102953,产品D,300,5,1500
119229282,2011-9-5 0:50,135674,产品D,300,10,3000
119229283,2011-9-5 0:50,145989,产品E,400,4,1600
119229284,2011-9-5 0:50,161212,产品A,100,6,600
119229285,2011-9-5 0:51,109152,产品D,300,9,2700
119229286,2011-9-5 0:51,142973,产品A,100,1,100
119229287,2011-9-5 0:51,149841,产品B,200,8,1600
119229288,2011-9-5 0:51,150066,产品D,300,7,2100
119229289,2011-9-5 0:51,150313,产品D,300,4,1200
119229290,2011-9-5 0:51,151158,产品D,300,1,300
119229291,2011-9-5 0:51,167614,产品C,280,1,280
119229292,2011-9-5 0:52,114008,产品A,100,2,200
119229293,2011-9-5 0:52,126684,产品B,200,8,1600
119229294,2011-9-5 0:52,142837,产品D,300,9,2700
119229295,2011-9-5 0:52,146583,产品F,500,4,2000
119229296,2011-9-5 0:52,149841,产品B,200,1,200
119229297,2011-9-5 0:52,186121,产品A,100,2,200
119229298,2011-9-5 0:53,149841,产品B,200,2,400
119229299,2011-9-5 0:53,152411,产品B,200,2,400
119229300,2011-9-5 0:53,177539,产品D,300,7,2100
119229301,2011-9-5 0:53,179681,产品D,300,1,300
119229302,2011-9-5 0:53,186121,产品A,100,2,200
119229303,2011-9-5 0:54,135698,产品C,280,3,840
119229304,2011-9-5 0:54,145359,产品D,300,6,1800
119229305,2011-9-5 0:54,152411,产品B,200,1,200
119229306,2011-9-5 0:54,154400,产品A,100,8,800
119229307,2011-9-5 0:54,160257,产品D,300,6,1800
119229308,2011-9-5 0:55,137878,产品D,300,8,2400
119229309,2011-9-5 0:55,149841,产品B,200,3,600
119229310,2011-9-5 0:55,150581,产品A,100,1,100
119229311,2011-9-5 0:55,155904,产品D,300,5,1500
119229312,2011-9-5 0:55,193726,产品A,100,9,900
119229313,2011-9-5 0:56,128502,产品D,300,5,1500
119229314,2011-9-5 0:56,138377,产品A,100,4,400
119229315,2011-9-5 0:56,140662,产品D,300,4,1200
119229316,2011-9-5 0:56,149841,产品B,200,10,2000
119229317,2011-9-5 0:56,168753,产品D,300,10,3000
119229318,2011-9-5 0:56,173460,产品B,200,8,1600
119229319,2011-9-5 0:57,143923,产品A,100,8,800
119229320,2011-9-5 0:57,144451,产品A,100,8,800
119229321,2011-9-5 0:57,152634,产品A,100,7,700
119229322,2011-9-5 0:57,169885,产品A,100,6,600
119229323,2011-9-5 0:57,193325,产品A,100,2,200
119229324,2011-9-5 0:58,110069,产品B,200,2,400
119229325,2011-9-5 0:58,128502,产品D,300,9,2700
119229326,2011-9-5 0:58,133233,产品A,100,5,500
119229327,2011-9-5 0:58,145982,产品B,200,8,1600
119229328,2011-9-5 0:58,160324,产品E,400,8,3200
119229329,2011-9-5 0:59,107972,产品D,300,2,600
119229330,2011-9-5 0:59,111629,产品D,300,5,1500
119229331,2011-9-5 0:59,130313,产品D,300,5,1500
119229332,2011-9-5 0:59,138885,产品A,100,4,400
