订单编号,订购日期,用户ID,产品,单价(元),数量,订购金额
119024115,2011-9-2 0:01,124394,产品A,100,7,700
119024116,2011-9-2 0:01,101209,产品E,400,4,1600
119024117,2011-9-2 0:01,139465,产品A,100,10,1000
119024118,2011-9-2 0:01,149841,产品B,200,1,200
119024119,2011-9-2 0:01,169983,产品D,300,9,2700
119024120,2011-9-2 0:01,149349,产品D,300,8,2400
119024121,2011-9-2 0:01,165881,产品D,300,9,2700
119024122,2011-9-2 0:01,111047,产品A,100,3,300
119024123,2011-9-2 0:01,127375,产品D,300,1,300
119024124,2011-9-2 0:01,134496,产品D,300,8,2400
119024125,2011-9-2 0:01,175289,产品D,300,4,1200
119024126,2011-9-2 0:01,134260,产品A,100,7,700
119024127,2011-9-2 0:01,137401,产品D,300,7,2100
119024128,2011-9-2 0:01,178015,产品C,280,2,560
119024129,2011-9-2 0:01,188367,产品A,100,3,300
119024130,2011-9-2 0:01,151687,产品A,100,1,100
119024131,2011-9-2 0:01,196781,产品D,300,5,1500
119024132,2011-9-2 0:01,149841,产品B,200,4,800
119024133,2011-9-2 0:01,119996,产品D,300,4,1200
119024134,2011-9-2 0:01,125431,产品E,400,9,3600
119024135,2011-9-2 0:01,131462,产品A,100,7,700
119024136,2011-9-2 0:01,138322,产品D,300,1,300
119024137,2011-9-2 0:01,143361,产品D,300,10,3000
119024138,2011-9-2 0:01,127890,产品A,100,2,200
119024139,2011-9-2 0:01,119970,产品A,100,7,700
119024140,2011-9-2 0:01,134260,产品A,100,10,1000
119024141,2011-9-2 0:01,149841,产品B,200,3,600
119024142,2011-9-2 0:01,183451,产品D,300,9,2700
119024143,2011-9-2 0:01,183451,产品D,300,6,1800
119024144,2011-9-2 0:02,182970,产品A,100,5,500
119024145,2011-9-2 0:02,109755,产品A,100,6,600
119024146,2011-9-2 0:02,183396,产品D,300,9,2700
119024147,2011-9-2 0:02,168738,产品B,200,1,200
119024148,2011-9-2 0:02,186375,产品A,100,8,800
119024149,2011-9-2 0:02,141901,产品D,300,4,1200
119024150,2011-9-2 0:02,188367,产品A,100,3,300
119024151,2011-9-2 0:02,125574,产品D,300,4,1200
119024152,2011-9-2 0:02,122514,产品D,300,5,1500
119024153,2011-9-2 0:02,140279,产品A,100,6,600
119024154,2011-9-2 0:02,138551,产品A,100,5,500
119024155,2011-9-2 0:02,119996,产品D,300,8,2400
119024156,2011-9-2 0:02,182470,产品D,300,10,3000
119024157,2011-9-2 0:02,177562,产品B,200,2,400
119024158,2011-9-2 0:02,161216,产品D,300,1,300
119024159,2011-9-2 0:02,142390,产品A,100,3,300
119024160,2011-9-2 0:02,161607,产品A,100,9,900
119024161,2011-9-2 0:02,146853,产品A,100,1,100
119024162,2011-9-2 0:02,127309,产品A,100,6,600
119024163,2011-9-2 0:02,165678,产品C,280,4,1120
119024164,2011-9-2 0:02,182209,产品A,100,10,1000
119024165,2011-9-2 0:02,111875,产品A,100,5,500
119024166,2011-9-2 0:02,124009,产品D,300,3,900
119024167,2011-9-2 0:02,188367,产品A,100,5,500
119024168,2011-9-2 0:02,119996,产品D,300,5,1500
119024169,2011-9-2 0:02,147852,产品A,100,8,800
119024170,2011-9-2 0:02,155033,产品A,100,10,1000
119024171,2011-9-2 0:02,156062,产品D,300,10,3000
119024172,2011-9-2 0:02,196833,产品D,300,1,300
119024173,2011-9-2 0:02,198450,产品A,100,6,600
119024174,2011-9-2 0:02,107681,产品A,100,1,100
119024175,2011-9-2 0:02,130887,产品B,200,5,1000
119024176,2011-9-2 0:02,173509,产品A,100,7,700
119024177,2011-9-2 0:02,115431,产品A,100,10,1000
119024178,2011-9-2 0:02,174323,产品D,300,10,3000
119024179,2011-9-2 0:02,113117,产品B,200,7,1400
119024180,2011-9-2 0:02,149841,产品B,200,3,600
119024181,2011-9-2 0:02,179330,产品B,200,3,600
119024182,2011-9-2 0:02,109285,产品D,300,1,300
119024183,2011-9-2 0:02,169839,产品D,300,1,300
119024184,2011-9-2 0:02,191566,产品D,300,3,900
119024185,2011-9-2 0:02,103959,产品E,400,3,1200
119024186,2011-9-2 0:02,187014,产品A,100,1,100
119024187,2011-9-2 0:02,134839,产品A,100,1,100
119024188,2011-9-2 0:02,149151,产品A,100,1,100
119024189,2011-9-2 0:02,194069,产品A,100,2,200
119024190,2011-9-2 0:02,112260,产品B,200,1,200
119024191,2011-9-2 0:02,117588,产品A,100,7,700
119024192,2011-9-2 0:02,180402,产品B,200,6,1200
119024193,2011-9-2 0:02,136971,产品D,300,7,2100
119024194,2011-9-2 0:02,149841,产品B,200,9,1800
119024195,2011-9-2 0:02,154583,产品B,200,4,800
119024196,2011-9-2 0:03,132707,产品B,200,3,600
119024197,2011-9-2 0:03,167909,产品D,300,8,2400
119024198,2011-9-2 0:03,132711,产品B,200,5,1000
119024199,2011-9-2 0:03,196616,产品D,300,9,2700
119024200,2011-9-2 0:03,149841,产品B,200,2,400
119024201,2011-9-2 0:03,186326,产品B,200,7,1400
119024202,2011-9-2 0:03,109755,产品A,100,5,500
119024203,2011-9-2 0:03,138462,产品B,200,9,1800
119024204,2011-9-2 0:03,107277,产品A,100,2,200
119024205,2011-9-2 0:03,129063,产品A,100,4,400
119024206,2011-9-2 0:03,179846,产品D,300,7,2100
119024207,2011-9-2 0:03,142285,产品A,100,5,500
119024208,2011-9-2 0:03,138934,产品D,300,7,2100
119024209,2011-9-2 0:03,149841,产品B,200,10,2000
119024210,2011-9-2 0:03,185203,产品D,300,3,900
119024211,2011-9-2 0:03,132134,产品A,100,4,400
119024212,2011-9-2 0:03,198450,产品A,100,5,500
119024213,2011-9-2 0:03,149841,产品B,200,6,1200
119024214,2011-9-2 0:03,161385,产品F,500,4,2000
119024215,2011-9-2 0:03,181670,产品A,100,7,700
119024216,2011-9-2 0:03,183677,产品A,100,9,900
119024217,2011-9-2 0:03,168797,产品B,200,6,1200
119024218,2011-9-2 0:03,187352,产品D,300,7,2100
119024219,2011-9-2 0:03,111047,产品A,100,7,700
119024220,2011-9-2 0:03,131622,产品D,300,9,2700
119024221,2011-9-2 0:03,165214,产品A,100,7,700
119024222,2011-9-2 0:03,165415,产品A,100,10,1000
119024223,2011-9-2 0:03,119512,产品A,100,6,600
119024224,2011-9-2 0:03,125376,产品A,100,2,200
119024225,2011-9-2 0:03,119996,产品D,300,8,2400
119024226,2011-9-2 0:03,192680,产品A,100,3,300
119024227,2011-9-2 0:03,122514,产品D,300,1,300
119024228,2011-9-2 0:03,183909,产品A,100,6,600
119024229,2011-9-2 0:03,195689,产品B,200,5,1000
119024230,2011-9-2 0:03,110348,产品D,300,10,3000
119024231,2011-9-2 0:03,139465,产品A,100,4,400
119024232,2011-9-2 0:03,177837,产品A,100,4,400
119024233,2011-9-2 0:03,113680,产品B,200,4,800
119024234,2011-9-2 0:03,181108,产品A,100,8,800
119024235,2011-9-2 0:03,189613,产品D,300,7,2100
119024236,2011-9-2 0:03,172755,产品A,100,8,800
119024237,2011-9-2 0:04,129225,产品D,300,10,3000
119024238,2011-9-2 0:04,136268,产品D,300,4,1200
119024239,2011-9-2 0:04,152249,产品B,200,4,800
119024240,2011-9-2 0:04,119474,产品D,300,1,300
119024241,2011-9-2 0:04,153444,产品D,300,8,2400
119024242,2011-9-2 0:04,113680,产品B,200,10,2000
119024243,2011-9-2 0:04,149841,产品B,200,2,400
119024244,2011-9-2 0:04,138934,产品D,300,7,2100
119024245,2011-9-2 0:04,189154,产品B,200,3,600
119024246,2011-9-2 0:04,175457,产品A,100,7,700
119024247,2011-9-2 0:04,179594,产品A,100,6,600
119024248,2011-9-2 0:04,181670,产品A,100,7,700
119024249,2011-9-2 0:04,195927,产品C,280,10,2800
119024250,2011-9-2 0:04,179330,产品A,100,2,200
119024251,2011-9-2 0:04,151384,产品A,100,1,100
119024252,2011-9-2 0:04,111047,产品A,100,6,600
119024253,2011-9-2 0:04,112654,产品B,200,6,1200
119024254,2011-9-2 0:04,195869,产品D,300,4,1200
119024255,2011-9-2 0:04,161607,产品A,100,8,800
119024256,2011-9-2 0:04,174323,产品D,300,2,600
119024257,2011-9-2 0:04,165678,产品C,280,7,1960
119024258,2011-9-2 0:04,102565,产品D,300,10,3000
119024259,2011-9-2 0:04,149841,产品B,200,4,800
119024260,2011-9-2 0:04,167568,产品D,300,8,2400
119024261,2011-9-2 0:04,183909,产品A,100,3,300
119024262,2011-9-2 0:04,135373,产品D,300,9,2700
119024263,2011-9-2 0:04,177365,产品D,300,5,1500
119024264,2011-9-2 0:04,111457,产品D,300,6,1800
119024265,2011-9-2 0:04,138797,产品D,300,7,2100
119024266,2011-9-2 0:04,177144,产品B,200,5,1000
119024267,2011-9-2 0:04,176109,产品B,200,4,800
119024268,2011-9-2 0:04,112260,产品B,200,5,1000
119024269,2011-9-2 0:04,164894,产品A,100,10,1000
119024270,2011-9-2 0:05,102465,产品A,100,1,100
119024271,2011-9-2 0:05,149841,产品B,200,9,1800
119024272,2011-9-2 0:05,163648,产品A,100,10,1000
119024273,2011-9-2 0:05,164203,产品D,300,9,2700
119024274,2011-9-2 0:05,194572,产品A,100,6,600
119024275,2011-9-2 0:05,151962,产品A,100,6,600
119024276,2011-9-2 0:05,169035,产品A,100,8,800
119024277,2011-9-2 0:05,193566,产品A,100,4,400
119024278,2011-9-2 0:05,184412,产品D,300,1,300
119024279,2011-9-2 0:05,120512,产品B,200,10,2000
119024280,2011-9-2 0:05,107865,产品C,280,1,280
119024281,2011-9-2 0:05,102854,产品A,100,1,100
119024282,2011-9-2 0:05,148523,产品A,100,8,800
119024283,2011-9-2 0:05,149841,产品B,200,10,2000
119024284,2011-9-2 0:05,161669,产品A,100,8,800
119024285,2011-9-2 0:05,168272,产品A,100,9,900
119024286,2011-9-2 0:05,149134,产品B,200,5,1000
119024287,2011-9-2 0:05,133888,产品A,100,1,100
119024288,2011-9-2 0:05,145454,产品B,200,9,1800
119024289,2011-9-2 0:05,110845,产品D,300,5,1500
119024290,2011-9-2 0:05,125993,产品D,300,6,1800
119024291,2011-9-2 0:05,133516,产品D,300,6,1800
119024292,2011-9-2 0:05,134166,产品B,200,7,1400
119024293,2011-9-2 0:05,124230,产品A,100,6,600
119024294,2011-9-2 0:05,107291,产品A,100,3,300
119024295,2011-9-2 0:05,107291,产品A,100,7,700
119024296,2011-9-2 0:05,152249,产品B,200,2,400
119024297,2011-9-2 0:05,167181,产品D,300,4,1200
119024298,2011-9-2 0:05,149841,产品B,200,6,1200
119024299,2011-9-2 0:05,177841,产品A,100,3,300
119024300,2011-9-2 0:05,123875,产品B,200,7,1400
119024301,2011-9-2 0:05,139984,产品A,100,3,300
119024302,2011-9-2 0:05,111964,产品A,100,6,600
119024303,2011-9-2 0:05,181670,产品A,100,3,300
119024304,2011-9-2 0:05,131462,产品A,100,10,1000
119024305,2011-9-2 0:05,184767,产品A,100,1,100
119024306,2011-9-2 0:05,108285,产品B,200,3,600
119024307,2011-9-2 0:05,110405,产品A,100,10,1000
119024308,2011-9-2 0:05,149047,产品A,100,3,300
119024309,2011-9-2 0:05,177365,产品D,300,8,2400
119024310,2011-9-2 0:05,165214,产品A,100,4,400
119024311,2011-9-2 0:05,108167,产品B,200,10,2000
119024312,2011-9-2 0:05,148281,产品A,100,7,700
119024313,2011-9-2 0:05,108285,产品B,200,8,1600
119024314,2011-9-2 0:05,191924,产品A,100,5,500
119024315,2011-9-2 0:05,198450,产品A,100,9,900
119024316,2011-9-2 0:06,107347,产品A,100,2,200
119024317,2011-9-2 0:06,102949,产品D,300,2,600
119024318,2011-9-2 0:06,161697,产品C,280,3,840
119024319,2011-9-2 0:06,149841,产品B,200,4,800
119024320,2011-9-2 0:06,175020,产品A,100,10,1000
119024321,2011-9-2 0:06,198345,产品D,300,10,3000
119024322,2011-9-2 0:06,108285,产品B,200,1,200
119024323,2011-9-2 0:06,122279,产品A,100,6,600
119024324,2011-9-2 0:06,170821,产品D,300,4,1200
119024325,2011-9-2 0:06,152937,产品D,300,9,2700
119024326,2011-9-2 0:06,140067,产品D,300,1,300
119024327,2011-9-2 0:06,173547,产品A,100,5,500
119024328,2011-9-2 0:06,178192,产品D,300,5,1500
119024329,2011-9-2 0:06,177841,产品A,100,7,700
119024330,2011-9-2 0:06,119600,产品D,300,5,1500
119024331,2011-9-2 0:06,150203,产品A,100,4,400
119024332,2011-9-2 0:06,191120,产品D,300,9,2700
119024333,2011-9-2 0:06,181670,产品A,100,2,200
119024334,2011-9-2 0:06,196452,产品D,300,2,600
119024335,2011-9-2 0:06,130421,产品A,100,4,400
119024336,2011-9-2 0:06,127612,产品A,100,5,500
119024337,2011-9-2 0:06,108285,产品B,200,9,1800
119024338,2011-9-2 0:06,141989,产品B,200,1,200
119024339,2011-9-2 0:06,104437,产品A,100,1,100
119024340,2011-9-2 0:06,163836,产品A,100,8,800
119024341,2011-9-2 0:06,133085,产品D,300,7,2100
119024342,2011-9-2 0:06,140115,产品A,100,6,600
119024343,2011-9-2 0:06,128038,产品D,300,6,1800
119024344,2011-9-2 0:06,197895,产品D,300,5,1500
119024345,2011-9-2 0:06,134166,产品B,200,6,1200
119024346,2011-9-2 0:06,189470,产品A,100,1,100
119024347,2011-9-2 0:06,190161,产品D,300,1,300
119024348,2011-9-2 0:06,103450,产品A,100,5,500
119024349,2011-9-2 0:06,122279,产品A,100,1,100
119024350,2011-9-2 0:06,132637,产品D,300,7,2100
119024351,2011-9-2 0:06,167181,产品D,300,8,2400
119024352,2011-9-2 0:06,179930,产品A,100,7,700
119024353,2011-9-2 0:06,148115,产品A,100,4,400
119024354,2011-9-2 0:06,149841,产品B,200,9,1800
119024355,2011-9-2 0:06,108285,产品B,200,4,800
119024356,2011-9-2 0:06,189321,产品A,100,3,300
119024357,2011-9-2 0:07,125531,产品D,300,5,1500
119024358,2011-9-2 0:07,122864,产品B,200,10,2000
119024359,2011-9-2 0:07,152288,产品D,300,10,3000
119024360,2011-9-2 0:07,152753,产品A,100,9,900
119024361,2011-9-2 0:07,153745,产品A,100,6,600
119024362,2011-9-2 0:07,193738,产品A,100,4,400
119024363,2011-9-2 0:07,169839,产品D,300,10,3000
119024364,2011-9-2 0:07,111499,产品D,300,9,2700
119024365,2011-9-2 0:07,197185,产品A,100,6,600
119024366,2011-9-2 0:07,169678,产品B,200,4,800
119024367,2011-9-2 0:07,113117,产品B,200,1,200
119024368,2011-9-2 0:07,149841,产品B,200,8,1600
119024369,2011-9-2 0:07,184412,产品D,300,4,1200
119024370,2011-9-2 0:07,128038,产品D,300,9,2700
119024371,2011-9-2 0:07,107291,产品A,100,5,500
119024372,2011-9-2 0:07,186326,产品B,200,5,1000
119024373,2011-9-2 0:07,114222,产品A,100,7,700
119024374,2011-9-2 0:07,152603,产品D,300,4,1200
119024375,2011-9-2 0:07,103649,产品A,100,4,400
119024376,2011-9-2 0:07,166552,产品A,100,6,600
119024377,2011-9-2 0:07,179573,产品A,100,10,1000
119024378,2011-9-2 0:07,181670,产品A,100,1,100
119024379,2011-9-2 0:07,113758,产品D,300,3,900
119024380,2011-9-2 0:07,181670,产品A,100,5,500
119024381,2011-9-2 0:07,133258,产品A,100,5,500
119024382,2011-9-2 0:07,123020,产品A,100,5,500
119024383,2011-9-2 0:07,101457,产品A,100,3,300
119024384,2011-9-2 0:07,187971,产品D,300,10,3000
119024385,2011-9-2 0:07,113387,产品D,300,3,900
119024386,2011-9-2 0:07,157826,产品D,300,6,1800
119024387,2011-9-2 0:07,151384,产品A,100,3,300
119024388,2011-9-2 0:07,108285,产品B,200,1,200
119024389,2011-9-2 0:07,173807,产品D,300,6,1800
119024390,2011-9-2 0:07,141989,产品B,200,1,200
119024391,2011-9-2 0:07,178563,产品D,300,4,1200
119024392,2011-9-2 0:07,168797,产品B,200,2,400
119024393,2011-9-2 0:07,149538,产品B,200,1,200
119024394,2011-9-2 0:07,161343,产品D,300,1,300
119024395,2011-9-2 0:07,111701,产品D,300,3,900
119024396,2011-9-2 0:07,151697,产品D,300,7,2100
119024397,2011-9-2 0:07,108285,产品B,200,7,1400
119024398,2011-9-2 0:07,191402,产品B,200,4,800
119024399,2011-9-2 0:07,165415,产品A,100,10,1000
119024400,2011-9-2 0:07,179975,产品B,200,3,600
119024401,2011-9-2 0:07,153605,产品A,100,2,200
119024402,2011-9-2 0:07,149841,产品B,200,3,600
119024403,2011-9-2 0:08,111499,产品D,300,10,3000
119024404,2011-9-2 0:08,159097,产品A,100,3,300
119024405,2011-9-2 0:08,146821,产品D,300,4,1200
119024406,2011-9-2 0:08,176589,产品A,100,4,400
119024407,2011-9-2 0:08,110393,产品A,100,3,300
119024408,2011-9-2 0:08,170821,产品D,300,9,2700
119024409,2011-9-2 0:08,165238,产品B,200,8,1600
119024410,2011-9-2 0:08,109185,产品B,200,3,600
119024411,2011-9-2 0:08,113485,产品A,100,3,300
119024412,2011-9-2 0:08,179330,产品A,100,9,900
119024413,2011-9-2 0:08,156268,产品B,200,3,600
119024414,2011-9-2 0:08,167075,产品D,300,6,1800
119024415,2011-9-2 0:08,111047,产品A,100,5,500
119024416,2011-9-2 0:08,196380,产品A,100,3,300
119024417,2011-9-2 0:08,108285,产品B,200,5,1000
119024418,2011-9-2 0:08,158385,产品D,300,7,2100
119024419,2011-9-2 0:08,121514,产品D,300,3,900
119024420,2011-9-2 0:08,152266,产品D,300,1,300
119024421,2011-9-2 0:08,108816,产品D,300,6,1800
119024422,2011-9-2 0:08,159136,产品B,200,2,400
119024423,2011-9-2 0:08,114834,产品D,300,1,300
119024424,2011-9-2 0:08,113265,产品A,100,10,1000
119024425,2011-9-2 0:08,107347,产品A,100,2,200
119024426,2011-9-2 0:08,156062,产品D,300,4,1200
119024427,2011-9-2 0:08,110464,产品A,100,6,600
119024428,2011-9-2 0:08,195432,产品A,100,7,700
119024429,2011-9-2 0:08,138256,产品A,100,4,400
119024430,2011-9-2 0:08,151999,产品A,100,8,800
119024431,2011-9-2 0:08,143863,产品A,100,6,600
119024432,2011-9-2 0:08,149841,产品B,200,6,1200
119024433,2011-9-2 0:08,174748,产品D,300,1,300
119024434,2011-9-2 0:08,161134,产品D,300,4,1200
119024435,2011-9-2 0:08,156806,产品B,200,5,1000
119024436,2011-9-2 0:08,139465,产品A,100,9,900
119024437,2011-9-2 0:08,154445,产品D,300,5,1500
119024438,2011-9-2 0:08,197703,产品A,100,6,600
119024439,2011-9-2 0:08,149557,产品A,100,1,100
119024440,2011-9-2 0:08,184369,产品A,100,2,200
119024441,2011-9-2 0:08,195230,产品D,300,1,300
119024442,2011-9-2 0:08,112329,产品A,100,2,200
119024443,2011-9-2 0:08,152442,产品A,100,9,900
119024444,2011-9-2 0:08,170838,产品D,300,8,2400
119024445,2011-9-2 0:08,149841,产品B,200,3,600
119024446,2011-9-2 0:08,137410,产品C,280,8,2240
119024447,2011-9-2 0:08,189619,产品E,400,7,2800
119024448,2011-9-2 0:08,197636,产品D,300,10,3000
119024449,2011-9-2 0:09,107347,产品A,100,10,1000
119024450,2011-9-2 0:09,123020,产品A,100,2,200
119024451,2011-9-2 0:09,142285,产品A,100,1,100
119024452,2011-9-2 0:09,109102,产品A,100,6,600
119024453,2011-9-2 0:09,155765,产品E,400,6,2400
119024454,2011-9-2 0:09,178379,产品D,300,1,300
119024455,2011-9-2 0:09,101055,产品D,300,2,600
119024456,2011-9-2 0:09,119600,产品D,300,4,1200
119024457,2011-9-2 0:09,144282,产品D,300,5,1500
119024458,2011-9-2 0:09,146357,产品D,300,2,600
119024459,2011-9-2 0:09,160220,产品B,200,10,2000
119024460,2011-9-2 0:09,138639,产品E,400,6,2400
119024461,2011-9-2 0:09,155615,产品D,300,3,900
119024462,2011-9-2 0:09,112912,产品A,100,1,100
119024463,2011-9-2 0:09,143979,产品A,100,10,1000
119024464,2011-9-2 0:09,149841,产品B,200,8,1600
119024465,2011-9-2 0:09,130724,产品D,300,2,600
119024466,2011-9-2 0:09,186250,产品D,300,1,300
119024467,2011-9-2 0:09,104770,产品A,100,4,400
119024468,2011-9-2 0:09,168797,产品B,200,6,1200
119024469,2011-9-2 0:09,192415,产品D,300,6,1800
119024470,2011-9-2 0:09,158008,产品A,100,2,200
119024471,2011-9-2 0:09,194994,产品A,100,10,1000
119024472,2011-9-2 0:09,105016,产品D,300,3,900
119024473,2011-9-2 0:09,154234,产品B,200,8,1600
119024474,2011-9-2 0:09,181670,产品A,100,7,700
119024475,2011-9-2 0:09,164038,产品D,300,3,900
119024476,2011-9-2 0:09,193566,产品A,100,4,400
119024477,2011-9-2 0:09,138639,产品E,400,7,2800
119024478,2011-9-2 0:09,159794,产品C,280,5,1400
119024479,2011-9-2 0:09,121070,产品A,100,5,500
119024480,2011-9-2 0:09,193778,产品D,300,6,1800
119024481,2011-9-2 0:09,111047,产品A,100,8,800
119024482,2011-9-2 0:09,167896,产品A,100,9,900
119024483,2011-9-2 0:09,136238,产品E,400,10,4000
119024484,2011-9-2 0:09,181566,产品A,100,9,900
119024485,2011-9-2 0:09,176589,产品A,100,1,100
119024486,2011-9-2 0:09,193678,产品A,100,10,1000
119024487,2011-9-2 0:09,176509,产品A,100,1,100
119024488,2011-9-2 0:09,172859,产品D,300,2,600
119024489,2011-9-2 0:09,149841,产品B,200,1,200
119024490,2011-9-2 0:09,138744,产品A,100,9,900
119024491,2011-9-2 0:09,173233,产品A,100,6,600
119024492,2011-9-2 0:09,136717,产品A,100,7,700
119024493,2011-9-2 0:09,184835,产品A,100,6,600
119024494,2011-9-2 0:09,169961,产品D,300,3,900
119024495,2011-9-2 0:09,180402,产品B,200,6,1200
119024496,2011-9-2 0:09,139205,产品D,300,5,1500
119024497,2011-9-2 0:09,169961,产品D,300,3,900
119024498,2011-9-2 0:10,116671,产品A,100,4,400
119024499,2011-9-2 0:10,126900,产品D,300,1,300
119024500,2011-9-2 0:10,178563,产品D,300,2,600
119024501,2011-9-2 0:10,111047,产品A,100,10,1000
119024502,2011-9-2 0:10,138639,产品E,400,3,1200
119024503,2011-9-2 0:10,189321,产品A,100,9,900
119024504,2011-9-2 0:10,188037,产品D,300,8,2400
119024505,2011-9-2 0:10,119600,产品D,300,8,2400
119024506,2011-9-2 0:10,156799,产品D,300,9,2700
119024507,2011-9-2 0:10,134166,产品A,100,4,400
119024508,2011-9-2 0:10,138834,产品D,300,8,2400
119024509,2011-9-2 0:10,191120,产品D,300,3,900
119024510,2011-9-2 0:10,139465,产品A,100,5,500
119024511,2011-9-2 0:10,146357,产品D,300,3,900
119024512,2011-9-2 0:10,154234,产品B,200,10,2000
119024513,2011-9-2 0:10,169839,产品D,300,6,1800
119024514,2011-9-2 0:10,161288,产品E,400,10,4000
119024515,2011-9-2 0:10,155615,产品D,300,5,1500
119024516,2011-9-2 0:10,178834,产品A,100,7,700
119024517,2011-9-2 0:10,188367,产品B,200,5,1000
119024518,2011-9-2 0:10,177837,产品A,100,8,800
119024519,2011-9-2 0:10,149841,产品B,200,2,400
119024520,2011-9-2 0:10,127674,产品A,100,10,1000
119024521,2011-9-2 0:10,108125,产品A,100,3,300
119024522,2011-9-2 0:10,197966,产品D,300,6,1800
119024523,2011-9-2 0:10,167214,产品B,200,9,1800
119024524,2011-9-2 0:10,122279,产品A,100,8,800
119024525,2011-9-2 0:10,131254,产品D,300,3,900
119024526,2011-9-2 0:10,133611,产品D,300,2,600
119024527,2011-9-2 0:10,141316,产品D,300,2,600
119024528,2011-9-2 0:10,178192,产品D,300,7,2100
119024529,2011-9-2 0:10,119996,产品D,300,6,1800
119024530,2011-9-2 0:10,184412,产品D,300,8,2400
119024531,2011-9-2 0:10,152442,产品A,100,7,700
119024532,2011-9-2 0:10,128658,产品A,100,4,400
119024533,2011-9-2 0:10,164668,产品D,300,7,2100
119024534,2011-9-2 0:10,191120,产品D,300,5,1500
119024535,2011-9-2 0:10,138639,产品E,400,7,2800
119024536,2011-9-2 0:10,181670,产品A,100,1,100
119024537,2011-9-2 0:10,163167,产品A,100,5,500
119024538,2011-9-2 0:10,157667,产品D,300,10,3000
119024539,2011-9-2 0:10,134273,产品A,100,3,300
119024540,2011-9-2 0:10,189321,产品A,100,9,900
119024541,2011-9-2 0:10,133114,产品D,300,7,2100
119024542,2011-9-2 0:10,133258,产品A,100,9,900
119024543,2011-9-2 0:11,187971,产品D,300,1,300
