订单编号,订购日期,用户ID,产品,单价(元),数量,订购金额
119254372,2011-9-8 0:11,129222,产品B,200,9,1800
119254373,2011-9-8 0:11,141080,产品A,100,7,700
119254374,2011-9-8 0:11,141321,产品B,200,6,1200
119254375,2011-9-8 0:11,158043,产品D,300,8,2400
119254376,2011-9-8 0:12,109698,产品A,100,3,300
119254377,2011-9-8 0:12,115572,产品D,300,8,2400
119254378,2011-9-8 0:12,156125,产品D,300,3,900
119254379,2011-9-8 0:12,189838,产品D,300,5,1500
119254380,2011-9-8 0:12,202303,产品A,100,9,900
119254381,2011-9-8 0:13,105591,产品B,200,10,2000
119254382,2011-9-8 0:13,109512,产品D,300,3,900
119254383,2011-9-8 0:13,113335,产品A,100,8,800
119254384,2011-9-8 0:13,114198,产品D,300,1,300
119254385,2011-9-8 0:13,114987,产品D,300,6,1800
119254386,2011-9-8 0:13,115166,产品A,100,5,500
119254387,2011-9-8 0:13,115702,产品A,100,2,200
119254388,2011-9-8 0:13,120725,产品D,300,6,1800
119254389,2011-9-8 0:13,132191,产品D,300,3,900
119254390,2011-9-8 0:13,144136,产品B,200,6,1200
119254391,2011-9-8 0:13,166005,产品D,300,5,1500
119254392,2011-9-8 0:13,201831,产品B,200,3,600
119254393,2011-9-8 0:14,111119,产品A,100,8,800
119254394,2011-9-8 0:14,114119,产品A,100,5,500
119254395,2011-9-8 0:14,115267,产品A,100,8,800
119254396,2011-9-8 0:14,116584,产品A,100,4,400
119254397,2011-9-8 0:14,121065,产品A,100,5,500
119254398,2011-9-8 0:14,127589,产品A,100,10,1000
119254399,2011-9-8 0:14,138977,产品A,100,3,300
119254400,2011-9-8 0:14,145310,产品A,100,6,600
119254401,2011-9-8 0:14,147872,产品D,300,7,2100
119254402,2011-9-8 0:14,165657,产品D,300,4,1200
119254403,2011-9-8 0:14,173727,产品D,300,2,600
119254404,2011-9-8 0:14,174546,产品D,300,7,2100
119254405,2011-9-8 0:14,179207,产品D,300,10,3000
119254406,2011-9-8 0:14,180227,产品A,100,2,200
119254407,2011-9-8 0:14,193678,产品D,300,10,3000
119254408,2011-9-8 0:14,194999,产品D,300,9,2700
119254409,2011-9-8 0:14,195654,产品D,300,1,300
119254410,2011-9-8 0:14,201110,产品A,100,1,100
119254411,2011-9-8 0:15,110736,产品B,200,7,1400
119254412,2011-9-8 0:15,111652,产品D,300,10,3000
119254413,2011-9-8 0:15,112192,产品B,200,10,2000
119254414,2011-9-8 0:15,113644,产品A,100,9,900
119254415,2011-9-8 0:15,114749,产品D,300,6,1800
119254416,2011-9-8 0:15,115255,产品A,100,8,800
119254417,2011-9-8 0:15,164837,产品D,300,6,1800
119254418,2011-9-8 0:15,180828,产品A,100,10,1000
119254419,2011-9-8 0:16,111517,产品D,300,7,2100
119254420,2011-9-8 0:16,111786,产品A,100,1,100
119254421,2011-9-8 0:16,112127,产品A,100,5,500
119254422,2011-9-8 0:16,114171,产品A,100,9,900
119254423,2011-9-8 0:16,136912,产品D,300,4,1200
119254424,2011-9-8 0:16,140855,产品A,100,9,900
119254425,2011-9-8 0:16,162316,产品A,100,4,400
119254426,2011-9-8 0:16,165713,产品A,100,6,600
119254427,2011-9-8 0:16,167946,产品B,200,2,400
119254428,2011-9-8 0:16,177632,产品A,100,9,900
119254429,2011-9-8 0:17,112002,产品D,300,2,600
119254430,2011-9-8 0:17,113489,产品A,100,8,800
119254431,2011-9-8 0:17,114212,产品A,100,1,100
119254432,2011-9-8 0:17,116006,产品A,100,3,300
119254433,2011-9-8 0:17,116400,产品A,100,8,800
119254434,2011-9-8 0:17,151462,产品D,300,2,600
119254435,2011-9-8 0:17,167083,产品B,200,7,1400
119254436,2011-9-8 0:17,169308,产品A,100,9,900
119254437,2011-9-8 0:18,112030,产品A,100,6,600
119254438,2011-9-8 0:18,113195,产品D,300,4,1200
119254439,2011-9-8 0:18,115943,产品A,100,5,500
119254440,2011-9-8 0:18,143777,产品A,100,1,100
119254441,2011-9-8 0:18,155566,产品A,100,1,100
119254442,2011-9-8 0:18,196660,产品D,300,3,900
119254443,2011-9-8 0:19,106381,产品A,100,8,800
119254444,2011-9-8 0:19,111015,产品D,300,3,900
119254445,2011-9-8 0:19,112427,产品D,300,4,1200
119254446,2011-9-8 0:19,115012,产品B,200,6,1200
119254447,2011-9-8 0:19,126412,产品A,100,2,200
119254448,2011-9-8 0:19,199608,产品B,200,8,1600
119254449,2011-9-8 0:20,115128,产品A,100,8,800
119254450,2011-9-8 0:20,115866,产品A,100,8,800
119254451,2011-9-8 0:20,140743,产品D,300,1,300
119254452,2011-9-8 0:20,142640,产品A,100,9,900
119254453,2011-9-8 0:20,168493,产品B,200,9,1800
119254454,2011-9-8 0:20,186474,产品E,400,6,2400
119254455,2011-9-8 0:20,188121,产品B,200,3,600
119254456,2011-9-8 0:20,190539,产品A,100,9,900
119254457,2011-9-8 0:21,110778,产品B,200,3,600
119254458,2011-9-8 0:21,111071,产品D,300,8,2400
119254459,2011-9-8 0:21,113775,产品D,300,5,1500
119254460,2011-9-8 0:21,115043,产品D,300,8,2400
119254461,2011-9-8 0:21,117100,产品D,300,8,2400
119254462,2011-9-8 0:21,126495,产品B,200,9,1800
119254463,2011-9-8 0:21,135055,产品B,200,5,1000
119254464,2011-9-8 0:21,156916,产品B,200,5,1000
119254465,2011-9-8 0:21,176459,产品D,300,8,2400
119254466,2011-9-8 0:21,180756,产品A,100,5,500
119254467,2011-9-8 0:22,111008,产品D,300,3,900
119254468,2011-9-8 0:22,111021,产品A,100,6,600
119254469,2011-9-8 0:22,112838,产品D,300,7,2100
119254470,2011-9-8 0:22,113810,产品D,300,9,2700
119254471,2011-9-8 0:22,115824,产品A,100,8,800
119254472,2011-9-8 0:22,117222,产品A,100,3,300
119254473,2011-9-8 0:22,138462,产品A,100,1,100
119254474,2011-9-8 0:22,156997,产品B,200,5,1000
119254475,2011-9-8 0:22,160810,产品B,200,5,1000
119254476,2011-9-8 0:22,195862,产品A,100,9,900
119254477,2011-9-8 0:22,197935,产品D,300,2,600
119254478,2011-9-8 0:23,104131,产品D,300,2,600
119254479,2011-9-8 0:23,113749,产品A,100,4,400
119254480,2011-9-8 0:23,113860,产品D,300,7,2100
119254481,2011-9-8 0:23,114864,产品D,300,2,600
119254482,2011-9-8 0:23,120170,产品A,100,7,700
119254483,2011-9-8 0:23,139364,产品D,300,2,600
119254484,2011-9-8 0:23,146636,产品A,100,5,500
119254485,2011-9-8 0:23,167898,产品D,300,4,1200
119254486,2011-9-8 0:23,197857,产品A,100,5,500
119254487,2011-9-8 0:24,111714,产品A,100,1,100
119254488,2011-9-8 0:24,111835,产品E,400,1,400
119254489,2011-9-8 0:24,112494,产品D,300,6,1800
119254490,2011-9-8 0:24,114793,产品A,100,7,700
119254491,2011-9-8 0:24,127101,产品A,100,5,500
119254492,2011-9-8 0:24,143775,产品B,200,10,2000
119254493,2011-9-8 0:24,152533,产品A,100,3,300
119254494,2011-9-8 0:25,108308,产品D,300,7,2100
119254495,2011-9-8 0:25,108834,产品A,100,4,400
119254496,2011-9-8 0:25,116548,产品A,100,4,400
119254497,2011-9-8 0:25,151577,产品D,300,1,300
119254498,2011-9-8 0:25,155728,产品D,300,8,2400
119254499,2011-9-8 0:25,164361,产品E,400,8,3200
119254500,2011-9-8 0:25,185567,产品B,200,9,1800
119254501,2011-9-8 0:25,195471,产品D,300,9,2700
119254502,2011-9-8 0:26,105340,产品D,300,6,1800
119254503,2011-9-8 0:26,113211,产品A,100,2,200
119254504,2011-9-8 0:26,126909,产品D,300,7,2100
119254505,2011-9-8 0:26,176470,产品B,200,3,600
119254506,2011-9-8 0:26,185351,产品D,300,8,2400
119254507,2011-9-8 0:27,109753,产品A,100,9,900
119254508,2011-9-8 0:27,110340,产品A,100,2,200
119254509,2011-9-8 0:27,111326,产品D,300,7,2100
119254510,2011-9-8 0:27,112481,产品D,300,3,900
119254511,2011-9-8 0:27,113336,产品D,300,8,2400
119254512,2011-9-8 0:27,115457,产品D,300,6,1800
119254513,2011-9-8 0:27,116375,产品A,100,10,1000
119254514,2011-9-8 0:27,178195,产品A,100,7,700
119254515,2011-9-8 0:28,111301,产品A,100,6,600
119254516,2011-9-8 0:28,114457,产品A,100,7,700
119254517,2011-9-8 0:28,114765,产品A,100,9,900
119254518,2011-9-8 0:28,144044,产品D,300,10,3000
119254519,2011-9-8 0:28,154143,产品D,300,3,900
119254520,2011-9-8 0:28,197134,产品D,300,10,3000
119254521,2011-9-8 0:29,110973,产品E,400,1,400
119254522,2011-9-8 0:29,112126,产品E,400,5,2000
119254523,2011-9-8 0:29,112441,产品D,300,4,1200
119254524,2011-9-8 0:29,114914,产品B,200,9,1800
119254525,2011-9-8 0:29,116125,产品D,300,7,2100
119254526,2011-9-8 0:29,116945,产品D,300,6,1800
119254527,2011-9-8 0:29,134135,产品D,300,5,1500
119254528,2011-9-8 0:29,138177,产品A,100,7,700
119254529,2011-9-8 0:29,163307,产品D,300,2,600
119254530,2011-9-8 0:29,165710,产品A,100,5,500
119254531,2011-9-8 0:30,106955,产品D,300,9,2700
119254532,2011-9-8 0:30,115274,产品A,100,7,700
119254533,2011-9-8 0:30,115889,产品A,100,2,200
119254534,2011-9-8 0:30,120334,产品B,200,10,2000
119254535,2011-9-8 0:30,120934,产品D,300,7,2100
119254536,2011-9-8 0:30,146396,产品A,100,4,400
119254537,2011-9-8 0:30,152616,产品A,100,6,600
119254538,2011-9-8 0:30,160132,产品B,200,7,1400
119254539,2011-9-8 0:30,162362,产品A,100,9,900
119254540,2011-9-8 0:30,184877,产品B,200,9,1800
119254541,2011-9-8 0:30,190527,产品A,100,1,100
119254542,2011-9-8 0:30,201298,产品A,100,10,1000
119254543,2011-9-8 0:31,111577,产品D,300,7,2100
119254544,2011-9-8 0:31,112030,产品D,300,7,2100
119254545,2011-9-8 0:31,112037,产品A,100,10,1000
119254546,2011-9-8 0:31,112170,产品D,300,9,2700
119254547,2011-9-8 0:31,114851,产品A,100,1,100
119254548,2011-9-8 0:31,119837,产品A,100,8,800
119254549,2011-9-8 0:31,124568,产品A,100,3,300
119254550,2011-9-8 0:31,132860,产品A,100,5,500
119254551,2011-9-8 0:32,112722,产品B,200,6,1200
119254552,2011-9-8 0:32,114016,产品A,100,2,200
119254553,2011-9-8 0:32,114522,产品D,300,5,1500
119254554,2011-9-8 0:32,115187,产品D,300,3,900
119254555,2011-9-8 0:32,115271,产品A,100,1,100
119254556,2011-9-8 0:32,115390,产品A,100,2,200
119254557,2011-9-8 0:32,126644,产品B,200,9,1800
119254558,2011-9-8 0:32,139330,产品E,400,7,2800
119254559,2011-9-8 0:32,178905,产品B,200,9,1800
119254560,2011-9-8 0:32,186833,产品A,100,5,500
119254561,2011-9-8 0:33,100315,产品A,100,7,700
119254562,2011-9-8 0:33,112193,产品A,100,1,100
119254563,2011-9-8 0:33,112261,产品A,100,4,400
119254564,2011-9-8 0:33,114563,产品D,300,3,900
119254565,2011-9-8 0:33,115403,产品B,200,4,800
119254566,2011-9-8 0:33,115973,产品A,100,2,200
119254567,2011-9-8 0:33,133552,产品E,400,8,3200
119254568,2011-9-8 0:33,138671,产品A,100,4,400
119254569,2011-9-8 0:33,185680,产品B,200,8,1600
119254570,2011-9-8 0:33,198174,产品D,300,6,1800
119254571,2011-9-8 0:34,113808,产品A,100,9,900
119254572,2011-9-8 0:34,114428,产品A,100,6,600
119254573,2011-9-8 0:34,115554,产品D,300,1,300
119254574,2011-9-8 0:34,140511,产品A,100,1,100
119254575,2011-9-8 0:34,148042,产品B,200,3,600
119254576,2011-9-8 0:34,155412,产品D,300,3,900
119254577,2011-9-8 0:34,162400,产品A,100,7,700
119254578,2011-9-8 0:34,170740,产品D,300,9,2700
119254579,2011-9-8 0:34,180091,产品C,280,7,1960
119254580,2011-9-8 0:34,192734,产品D,300,5,1500
119254581,2011-9-8 0:35,110325,产品D,300,1,300
119254582,2011-9-8 0:35,111141,产品A,100,2,200
119254583,2011-9-8 0:35,114456,产品D,300,1,300
119254584,2011-9-8 0:35,115943,产品A,100,4,400
119254585,2011-9-8 0:35,116695,产品D,300,10,3000
119254586,2011-9-8 0:35,147833,产品D,300,9,2700
119254587,2011-9-8 0:35,153168,产品A,100,8,800
119254588,2011-9-8 0:35,164399,产品A,100,7,700
119254589,2011-9-8 0:35,189039,产品D,300,1,300
119254590,2011-9-8 0:36,115245,产品A,100,7,700
119254591,2011-9-8 0:36,116129,产品D,300,7,2100
119254592,2011-9-8 0:36,116727,产品A,100,6,600
119254593,2011-9-8 0:36,128648,产品B,200,2,400
119254594,2011-9-8 0:36,141639,产品A,100,8,800
119254595,2011-9-8 0:36,144007,产品B,200,2,400
119254596,2011-9-8 0:36,178051,产品A,100,9,900
119254597,2011-9-8 0:37,112388,产品D,300,9,2700
119254598,2011-9-8 0:37,114440,产品A,100,1,100
119254599,2011-9-8 0:37,116536,产品A,100,4,400
119254600,2011-9-8 0:37,116652,产品D,300,8,2400
119254601,2011-9-8 0:37,116779,产品B,200,6,1200
119254602,2011-9-8 0:37,137567,产品D,300,7,2100
119254603,2011-9-8 0:37,151278,产品A,100,6,600
119254604,2011-9-8 0:37,161444,产品D,300,4,1200
119254605,2011-9-8 0:38,110418,产品B,200,4,800
119254606,2011-9-8 0:38,114573,产品E,400,9,3600
119254607,2011-9-8 0:38,118093,产品D,300,2,600
119254608,2011-9-8 0:38,143407,产品B,200,5,1000
119254609,2011-9-8 0:38,155445,产品A,100,10,1000
119254610,2011-9-8 0:38,157671,产品D,300,7,2100
119254611,2011-9-8 0:38,159655,产品A,100,5,500
119254612,2011-9-8 0:38,166023,产品A,100,2,200
119254613,2011-9-8 0:38,169785,产品A,100,6,600
119254614,2011-9-8 0:38,175485,产品B,200,9,1800
119254615,2011-9-8 0:38,182582,产品A,100,8,800
119254616,2011-9-8 0:39,112204,产品A,100,10,1000
119254617,2011-9-8 0:39,113375,产品D,300,7,2100
119254618,2011-9-8 0:39,113706,产品B,200,6,1200
119254619,2011-9-8 0:39,115132,产品D,300,7,2100
119254620,2011-9-8 0:39,115145,产品D,300,5,1500
119254621,2011-9-8 0:39,115263,产品D,300,10,3000
119254622,2011-9-8 0:39,115745,产品A,100,5,500
119254623,2011-9-8 0:39,116780,产品B,200,6,1200
119254624,2011-9-8 0:39,117354,产品B,200,4,800
119254625,2011-9-8 0:39,163249,产品A,100,6,600
119254626,2011-9-8 0:39,187379,产品A,100,6,600
119254627,2011-9-8 0:39,197311,产品A,100,9,900
119254628,2011-9-8 0:40,111920,产品E,400,10,4000
119254629,2011-9-8 0:40,116027,产品D,300,5,1500
119254630,2011-9-8 0:40,149308,产品A,100,1,100
119254631,2011-9-8 0:40,167842,产品D,300,7,2100
119254632,2011-9-8 0:41,111899,产品A,100,7,700
119254633,2011-9-8 0:41,113360,产品A,100,10,1000
119254634,2011-9-8 0:41,114433,产品C,280,6,1680
119254635,2011-9-8 0:41,142883,产品D,300,4,1200
119254636,2011-9-8 0:41,166689,产品A,100,6,600
119254637,2011-9-8 0:41,172498,产品A,100,10,1000
119254638,2011-9-8 0:41,181148,产品A,100,6,600
119254639,2011-9-8 0:41,189467,产品A,100,4,400
119254640,2011-9-8 0:41,195044,产品B,200,10,2000
119254641,2011-9-8 0:42,110766,产品A,100,5,500
119254642,2011-9-8 0:42,124259,产品A,100,3,300
119254643,2011-9-8 0:42,138629,产品B,200,6,1200
119254644,2011-9-8 0:42,154808,产品D,300,4,1200
119254645,2011-9-8 0:42,198058,产品B,200,4,800
119254646,2011-9-8 0:43,110351,产品A,100,4,400
119254647,2011-9-8 0:43,111244,产品A,100,6,600
119254648,2011-9-8 0:43,113341,产品B,200,10,2000
119254649,2011-9-8 0:43,116149,产品A,100,3,300
119254650,2011-9-8 0:43,130071,产品D,300,10,3000
119254651,2011-9-8 0:43,131535,产品D,300,6,1800
119254652,2011-9-8 0:43,134718,产品A,100,6,600
119254653,2011-9-8 0:43,164715,产品B,200,5,1000
119254654,2011-9-8 0:43,192107,产品D,300,2,600
119254655,2011-9-8 0:43,195559,产品D,300,7,2100
119254656,2011-9-8 0:44,100162,产品A,100,3,300
119254657,2011-9-8 0:44,111830,产品D,300,8,2400
119254658,2011-9-8 0:44,111904,产品B,200,5,1000
119254659,2011-9-8 0:44,113447,产品E,400,1,400
119254660,2011-9-8 0:44,113879,产品A,100,5,500
119254661,2011-9-8 0:44,130550,产品B,200,6,1200
119254662,2011-9-8 0:44,141996,产品A,100,10,1000
119254663,2011-9-8 0:44,160390,产品B,200,1,200
119254664,2011-9-8 0:44,197507,产品A,100,5,500
119254665,2011-9-8 0:45,107702,产品A,100,2,200
119254666,2011-9-8 0:45,115151,产品E,400,7,2800
119254667,2011-9-8 0:45,116344,产品C,280,10,2800
119254668,2011-9-8 0:45,119780,产品D,300,7,2100
119254669,2011-9-8 0:45,122424,产品D,300,3,900
119254670,2011-9-8 0:45,154149,产品A,100,4,400
119254671,2011-9-8 0:45,157759,产品D,300,8,2400
119254672,2011-9-8 0:45,159929,产品E,400,2,800
119254673,2011-9-8 0:45,194391,产品D,300,10,3000
119254674,2011-9-8 0:46,114186,产品D,300,8,2400
119254675,2011-9-8 0:46,114233,产品A,100,3,300
119254676,2011-9-8 0:46,118288,产品A,100,10,1000
119254677,2011-9-8 0:46,156652,产品A,100,4,400
119254678,2011-9-8 0:46,180840,产品D,300,7,2100
119254679,2011-9-8 0:46,185432,产品D,300,5,1500
119254680,2011-9-8 0:46,198392,产品A,100,9,900
119254681,2011-9-8 0:46,202069,产品A,100,9,900
119254682,2011-9-8 0:47,110740,产品D,300,5,1500
119254683,2011-9-8 0:47,112493,产品A,100,2,200
119254684,2011-9-8 0:47,113720,产品A,100,4,400
119254685,2011-9-8 0:47,116377,产品A,100,5,500
119254686,2011-9-8 0:47,131222,产品A,100,5,500
119254687,2011-9-8 0:47,160804,产品A,100,8,800
119254688,2011-9-8 0:47,161737,产品A,100,6,600
119254689,2011-9-8 0:47,177052,产品A,100,9,900
119254690,2011-9-8 0:48,110970,产品D,300,2,600
119254691,2011-9-8 0:48,112848,产品B,200,9,1800
119254692,2011-9-8 0:48,189251,产品B,200,9,1800
119254693,2011-9-8 0:48,194093,产品A,100,1,100
119254694,2011-9-8 0:49,111854,产品D,300,9,2700
119254695,2011-9-8 0:49,114543,产品A,100,10,1000
119254696,2011-9-8 0:49,125185,产品A,100,7,700
119254697,2011-9-8 0:49,131881,产品D,300,7,2100
119254698,2011-9-8 0:49,141652,产品A,100,8,800
119254699,2011-9-8 0:49,174089,产品D,300,7,2100
119254700,2011-9-8 0:49,192896,产品D,300,1,300
119254701,2011-9-8 0:50,113708,产品B,200,6,1200
119254702,2011-9-8 0:50,117686,产品D,300,1,300
119254703,2011-9-8 0:50,129108,产品A,100,1,100
119254704,2011-9-8 0:50,188158,产品C,280,10,2800
119254705,2011-9-8 0:51,102378,产品B,200,9,1800
119254706,2011-9-8 0:51,110843,产品C,280,3,840
119254707,2011-9-8 0:51,112110,产品D,300,1,300
119254708,2011-9-8 0:51,114598,产品B,200,8,1600
119254709,2011-9-8 0:51,115187,产品C,280,1,280
119254710,2011-9-8 0:51,144379,产品B,200,2,400
119254711,2011-9-8 0:51,144520,产品D,300,9,2700
119254712,2011-9-8 0:52,106911,产品D,300,9,2700
119254713,2011-9-8 0:52,111795,产品F,500,4,2000
119254714,2011-9-8 0:52,137604,产品B,200,6,1200
119254715,2011-9-8 0:52,151366,产品B,200,10,2000
119254716,2011-9-8 0:52,166724,产品B,200,3,600
119254717,2011-9-8 0:52,185612,产品A,100,2,200
119254718,2011-9-8 0:52,200832,产品B,200,5,1000
119254719,2011-9-8 0:53,110872,产品D,300,1,300
119254720,2011-9-8 0:53,137828,产品A,100,2,200
119254721,2011-9-8 0:53,192639,产品D,300,7,2100
119254722,2011-9-8 0:54,112622,产品D,300,5,1500
119254723,2011-9-8 0:54,112984,产品A,100,4,400
119254724,2011-9-8 0:54,113010,产品D,300,3,900
119254725,2011-9-8 0:54,115646,产品A,100,8,800
119254726,2011-9-8 0:54,115839,产品D,300,6,1800
119254727,2011-9-8 0:54,127841,产品B,200,1,200
119254728,2011-9-8 0:54,130475,产品D,300,6,1800
119254729,2011-9-8 0:54,167975,产品C,280,3,840
119254730,2011-9-8 0:54,182193,产品D,300,6,1800
119254731,2011-9-8 0:54,184973,产品A,100,7,700
119254732,2011-9-8 0:54,195025,产品B,200,1,200
119254733,2011-9-8 0:55,109866,产品D,300,5,1500
119254734,2011-9-8 0:55,113063,产品A,100,1,100
119254735,2011-9-8 0:55,114268,产品B,200,3,600
119254736,2011-9-8 0:55,115089,产品D,300,8,2400
119254737,2011-9-8 0:55,196471,产品D,300,1,300
119254738,2011-9-8 0:56,106567,产品A,100,2,200
119254739,2011-9-8 0:56,112416,产品A,100,4,400
119254740,2011-9-8 0:56,115263,产品A,100,6,600
119254741,2011-9-8 0:56,115824,产品B,200,10,2000
119254742,2011-9-8 0:56,174411,产品D,300,8,2400
119254743,2011-9-8 0:57,106504,产品A,100,8,800
119254744,2011-9-8 0:57,113212,产品B,200,8,1600
119254745,2011-9-8 0:57,133055,产品A,100,2,200
119254746,2011-9-8 0:57,141128,产品D,300,1,300
119254747,2011-9-8 0:58,113520,产品D,300,9,2700
119254748,2011-9-8 0:58,142347,产品A,100,8,800
119254749,2011-9-8 0:58,156446,产品B,200,8,1600
119254750,2011-9-8 0:58,178753,产品B,200,2,400
119254751,2011-9-8 0:59,110610,产品D,300,10,3000
119254752,2011-9-8 0:59,116208,产品D,300,5,1500
119254753,2011-9-8 0:59,170508,产品D,300,6,1800
119254754,2011-9-8 0:59,197046,产品D,300,1,300
119254755,2011-9-8 0:59,200646,产品E,400,6,2400
119254756,2011-9-8 1:00,100119,产品D,300,10,3000
119254757,2011-9-8 1:00,104494,产品B,200,9,1800
119254758,2011-9-8 1:00,115205,产品A,100,4,400
119254759,2011-9-8 1:00,136717,产品D,300,7,2100
119254760,2011-9-8 1:00,146506,产品E,400,3,1200
119254761,2011-9-8 1:00,153388,产品A,100,10,1000
119254762,2011-9-8 1:01,171431,产品E,400,4,1600
119254763,2011-9-8 1:01,174281,产品D,300,2,600
119254764,2011-9-8 1:02,111215,产品A,100,3,300
119254765,2011-9-8 1:02,128938,产品B,200,6,1200
119254766,2011-9-8 1:02,152726,产品D,300,1,300
119254767,2011-9-8 1:02,154904,产品D,300,2,600
119254768,2011-9-8 1:03,112065,产品E,400,3,1200
119254769,2011-9-8 1:03,112386,产品D,300,9,2700
119254770,2011-9-8 1:03,113965,产品A,100,7,700
119254771,2011-9-8 1:03,114548,产品D,300,3,900
